name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,12766,565,12201,4.425818580604731,97.07903780068729
FanIn,11588,524,11064,4.521919226786331,90.03436426116839
CouplingBetweenObjects,13379,580,12799,4.335152104043651,99.65635738831615
DepthOfInheritance,10569,317,10252,2.9993376856845493,54.46735395189003
LackOfCohesionInMethods,2463,156,2307,6.333739342265529,26.804123711340207
LinesOfCode,13448,582,12866,4.327781082688876,100.0
SourceLinesOfCode,13448,582,12866,4.327781082688876,100.0
CommentLinesOfCode,2179,265,1914,12.16154199173933,45.53264604810997
CommentDensity,2179,265,1914,12.16154199173933,45.53264604810997
NumberOfChildren,2485,110,2375,4.426559356136821,18.900343642611684
ResponseForClass,5056,403,4653,7.970727848101265,69.24398625429554
WeightedMethodCount,4012,255,3757,6.3559322033898304,43.81443298969072
CyclomaticComplexity,3974,254,3720,6.391545042778057,43.6426116838488
DepthOfNesting,32,0,32,0.0,0.0
OutDegree,2453,177,2276,7.2156543008560945,30.412371134020617
OutDegreeDistinct,2453,177,2276,7.2156543008560945,30.412371134020617
PatternSize,32,0,32,0.0,0.0
NumberOfPatternVariables,20,0,20,0.0,0.0
