name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,365,123,242,33.6986301369863,100.0
FanIn,269,73,196,27.137546468401485,59.34959349593496
CouplingBetweenObjects,365,123,242,33.6986301369863,100.0
DepthOfInheritance,200,84,116,42.0,68.29268292682927
LackOfCohesionInMethods,250,116,134,46.400000000000006,94.3089430894309
LinesOfCode,365,123,242,33.6986301369863,100.0
SourceLinesOfCode,365,123,242,33.6986301369863,100.0
CommentLinesOfCode,54,0,54,0.0,0.0
CommentDensity,54,0,54,0.0,0.0
NumberOfChildren,101,57,44,56.43564356435643,46.34146341463415
ResponseForClass,365,123,242,33.6986301369863,100.0
WeightedMethodCount,365,123,242,33.6986301369863,100.0
CyclomaticComplexity,365,123,242,33.6986301369863,100.0
DepthOfNesting,205,76,129,37.073170731707314,61.78861788617886
OutDegree,353,119,234,33.711048158640224,96.7479674796748
OutDegreeDistinct,353,119,234,33.711048158640224,96.7479674796748
PatternSize,205,76,129,37.073170731707314,61.78861788617886
NumberOfPatternVariables,186,69,117,37.096774193548384,56.09756097560976
