name,count,percentage_faulty,percentage_total_faults
CommentDensity,5,26.470588235294123,48.05825242718447
CommentLinesOfCode,5,26.470588235294123,48.05825242718447
CouplingBetweenObjects,5,9.433962264150944,100.0
CyclomaticComplexity,5,9.433962264150944,100.0
DepthOfInheritance,5,9.25925925925926,66.66666666666666
DepthOfNesting,5,23.529411764705877,22.330097087378643
FanIn,5,11.446540880503145,50.0
FanOut,5,9.433962264150944,100.0
LackOfCohesionInMethods,5,9.036422314430613,95.14563106796116
LinesOfCode,5,9.433962264150944,100.0
NumberOfChildren,5,0.0,0.0
NumberOfPatternVariables,4,20.647954613317403,28.495145631067963
OutDegree,5,11.377245508982035,99.51456310679613
OutDegreeDistinct,5,11.377245508982035,99.51456310679613
PatternSize,5,23.529411764705877,22.330097087378643
ResponseForClass,5,9.433962264150944,100.0
SourceLinesOfCode,5,9.433962264150944,100.0
WeightedMethodCount,5,9.433962264150944,100.0
