name,count,mean,std
FractionCurrying,7,0.0015327862536600402,0.027108424307640776
FractionFunctionCalls,7,0.01073148552350762,0.08357181777832844
FractionFunctions,7,0.1333993243601208,0.2711228189861309
FractionHigherOrderCalls,7,0.09242989563834343,0.22036247963916653
FractionInnerVariableAssignment,7,0.002307093175840829,0.0207265069643102
FractionLazyValues,7,0.003797862002604531,0.04560744191149439
FractionNestedMethods,7,0.024350823428155945,0.1181037038169051
FractionOuterVariableAssignment,7,0.0028864881443408,0.03556518413660994
FractionOuterVariableUsage,7,0.008539626064052704,0.06485313270300762
FractionPatternMatching,7,0.07995117698256604,0.23603148232366694
FractionRecursiveCalls,7,0.002082862969110336,0.023252934953737304
FractionSideEffectCalls,7,0.032248079933700824,0.1172196302408326
FractionSideEffectFunctions,7,0.003001101445669976,0.042230183692570665
FractionSideEffects,7,0.09918363940010627,0.26345461934021724
FractionVariableDefinitions,7,0.0010862576943102217,0.015156645966039363
FractionVariables,7,0.01251169634314544,0.07943654592799126
FunctionalScoreFraction,7,0.6807288541940392,0.8980206110021522
HasFunctionParameters,7,0.06019417475728155,0.2378847404169896
HasMultipleParameterLists,7,0.18530734632683654,0.388604960374876
HasPointsFraction,7,0.5841423948220065,0.4929489808782204
ImperativeScoreFraction,7,0.2914687673736392,0.7685284758393136
IsFunction,7,0.013493253373313344,0.1153914123488031
IsNested,7,0.025889967637540454,0.15883274713763545
IsSideEffect,7,0.05826228177019895,0.2342625214600121
ParadigmScoreFraction,7,0.3477185201533345,0.6287088670862199
