name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,504,38,466,7.5396825396825395,2.8210838901262063
IsNested,639,45,594,7.042253521126761,3.34075723830735
HasNestedMethods,1430,148,1282,10.34965034965035,10.987379361544173
HasFunctions,12469,914,11555,7.330178843531959,67.85449146250929
IsFunction,175,5,170,2.857142857142857,0.3711952487008166
HasFunctionParameters,6600,502,6098,7.606060606060606,37.26800296956199
HasHigherOrderCalls,11419,861,10558,7.5400648042735785,63.91982182628062
HasFunctionCalls,4254,323,3931,7.59285378467325,23.979213066072756
HasCurrying,504,26,478,5.158730158730158,1.9302152932442462
HasPatternMatching,3451,337,3114,9.765285424514634,25.01855976243504
HasLazyValues,122,9,113,7.377049180327869,0.6681514476614699
HasMultipleParameterLists,3965,371,3594,9.35687263556116,27.542687453600596
FunctionalScoreBool,13551,993,12558,7.327872481735666,73.71937639198218
HasVariables,687,31,656,4.512372634643377,2.3014105419450632
HasVariableDefinitions,345,24,321,6.956521739130435,1.7817371937639197
HasInnerVariableAssignment,354,24,330,6.779661016949152,1.7817371937639197
HasOuterVariableUsage,379,13,366,3.430079155672823,0.9651076466221231
HasOuterVariableAssignment,65,4,61,6.153846153846154,0.2969561989606533
HasSideEffects,2781,218,2563,7.838906868033082,16.184112843355607
IsSideEffect,434,17,417,3.9170506912442393,1.2620638455827766
HasSideEffectCalls,1125,77,1048,6.844444444444445,5.716406829992576
HasSideEffectFunctions,285,43,242,15.087719298245613,3.192279138827023
ImperativeScoreBool,2992,219,2773,7.31951871657754,16.258351893095767
HasPointsBool,14187,1030,13157,7.260167759216183,76.46622123236823
ParadigmScoreBool,13940,1010,12930,7.245337159253945,74.98144023756495
