name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,1216,87,1129,7.154605263157894,3.168244719592134
IsNested,1433,87,1346,6.071179344033497,3.168244719592134
HasNestedMethods,2753,367,2386,13.330911732655284,13.36489439184268
HasFunctions,15223,1146,14077,7.528082506733233,41.73343044428259
IsFunction,1842,162,1680,8.794788273615636,5.8994901675163876
HasFunctionParameters,2816,161,2655,5.717329545454546,5.863073561544064
HasHigherOrderCalls,11749,886,10863,7.541067324878712,32.265112891478516
HasFunctionCalls,2626,214,2412,8.14927646610815,7.793153678077203
HasCurrying,1113,90,1023,8.086253369272237,3.2774945375091042
HasPatternMatching,8320,844,7476,10.14423076923077,30.735615440640935
HasLazyValues,1211,131,1080,10.817506193228736,4.770575382374362
HasMultipleParameterLists,2377,64,2313,2.6924694993689524,2.3306627822286963
FunctionalScoreBool,22699,1620,21079,7.13687827657606,58.99490167516388
HasVariables,12422,876,11546,7.052004508130735,31.900946831755277
HasVariableDefinitions,1327,155,1172,11.680482290881688,5.644573925710124
HasInnerVariableAssignment,1189,108,1081,9.083263246425567,3.932993445010925
HasOuterVariableUsage,11955,843,11112,7.051442910915935,30.699198834668607
HasOuterVariableAssignment,6486,541,5945,8.34104224483503,19.70138383102695
HasSideEffects,25172,1584,23588,6.292706181471476,57.683903860160235
IsSideEffect,19700,1059,18641,5.375634517766498,38.56518572469046
HasSideEffectCalls,21684,1484,20200,6.843755764619074,54.04224326292789
HasSideEffectFunctions,2713,354,2359,13.048286030224842,12.891478514202475
ImperativeScoreBool,27237,1649,25588,6.054264419723171,60.050983248361256
HasPointsBool,37954,2180,35774,5.743795120408916,79.38820101966498
ParadigmScoreBool,36560,2077,34483,5.681072210065645,75.63729060451566
