name,count,precision,recall,mcc
CommentDensity,7,30.630630630630627,24.46043165467626,0.1446795931058563
CommentLinesOfCode,7,30.973451327433626,25.179856115107913,0.1446795931058563
CyclomaticComplexity,7,15.441176470588234,31.746031746031747,0.03150105971831521
DepthOfNesting,7,12.979351032448378,35.483870967741936,0.0235477761636129
LinesOfCode,7,18.911917098445603,42.229729729729726,0.1454525872365011
NumberOfPatternVariables,7,13.089005235602095,33.81294964028777,0.06323003911513032
OutDegree,7,14.480874316939891,42.74193548387097,0.08529236895651655
OutDegreeDistinct,7,14.563106796116505,35.29411764705883,0.07210597482823608
PatternSize,7,12.693498452012385,33.064516129032256,0.041706630889411886
SourceLinesOfCode,7,18.461538461538463,35.47297297297297,0.06045809036946756
