name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,32.49835771082012,18.023817309159945,36.13643115648464,15.622349147195225,0.2645651292004281,0.1733545723952783
CommentLinesOfCode,34.43627450980392,17.447927874321437,36.8717252741317,15.638696477588395,0.28222397483271566,0.1704574299592637
CyclomaticComplexity,18.63738153013591,11.353803640814238,57.21823853508345,18.38614974674916,0.1763323447050515,0.1950156516248407
DepthOfNesting,24.305180787911496,19.823644514977182,14.251471938637714,11.403703890124039,0.1056072330543403,0.14961055243707333
LinesOfCode,21.649834499360566,12.825201077768194,50.66574839302112,11.659453947165444,0.2022651704667073,0.15803451168223473
NumberOfPatternVariables,28.764005602240893,27.11771629587805,14.04486036838978,11.623576964907125,0.12070542658121405,0.16771672786933983
OutDegree,22.76108848155691,15.564805445578232,56.47382920110193,12.155078326087487,0.20078069708899457,0.20155165314438386
OutDegreeDistinct,17.291553195909003,5.435582081383003,48.993274995948795,12.83557045501846,0.1461347313060069,0.0891227491553147
PatternSize,24.305180787911496,19.823644514977182,14.251471938637714,11.403703890124039,0.1056072330543403,0.14961055243707333
SourceLinesOfCode,21.641995420598818,12.802817223694401,52.76832496083833,12.374206534995153,0.20744293308506973,0.16163811646278048
