name,count,mean mean,mean std,std mean,std std
CommentDensity,7,0.07734853374696403,0.040796159255701875,0.14748698147817021,0.04808855215541928
CommentLinesOfCode,7,8.321255198693416,7.295438621620903,34.81158875161371,35.22462476712794
CouplingBetweenObjects,7,24.305481331282188,9.315454513888898,53.01100416105515,57.02179493086634
CyclomaticComplexity,7,2.9511979400623183,0.7706084611562449,3.44185407274857,1.292542229178766
DepthOfInheritance,7,0.9080235602995617,0.33523744850712855,1.2102655153397688,0.5278330162468082
DepthOfNesting,7,3.4890657133840786,1.0707019315133348,5.176159147487523,1.4168230283426368
FanIn,7,4.252190875185613,1.501031067300775,11.74166979861902,7.848621854373238
FanOut,7,20.663226749042042,8.765401626117947,49.78650462200054,55.70567062799617
LackOfCohesionInMethods,7,1.2657914015495673,0.46698268943876375,3.261770155560023,2.209173230241148
LinesOfCode,7,49.450903592620115,28.17456010776177,128.99771669234815,99.98754705312729
NumberOfChildren,7,0.6098558822146262,0.4522327731370305,2.0182938126390053,0.9710517469528614
NumberOfPatternVariables,7,2.1164426989538874,1.3559634786878048,5.527665441776324,3.64101653583194
OutDegree,7,11.349182889476479,4.428747473324715,17.436576489194493,7.057823313524748
OutDegreeDistinct,7,5.002798116747213,1.2579767445877132,5.285252716781118,1.4467548644598156
PatternSize,7,9.775647611305418,5.3319900574683805,25.34993005224479,13.842319482026838
ResponseForClass,7,11.595581092305144,4.7479696166714245,20.182406911949524,15.88563600173056
SourceLinesOfCode,7,40.1284952202605,23.74947214669519,101.63601367030981,75.93573630592937
WeightedMethodCount,7,6.664141560760753,3.305143038516664,16.59498305164484,13.80657088211908
