name,count,percentage_faulty,percentage_total_faults
CountCurrying,6,11.244178310046571,1.7859314093623715
CountFunctionCalls,7,15.363881401617252,7.216494845360824
CountFunctionParameters,7,10.191082802547774,13.389121338912132
CountFunctions,7,13.238709677419354,43.09623430962343
CountHigherOrderCalls,7,13.761467889908257,35.714285714285715
CountInnerVariableAssignment,7,18.644067796610173,3.571428571428571
CountLazyValues,7,16.129032258064516,2.061855670103093
CountNestedDepth,7,12.12121212121212,2.7649769585253456
CountNestedMethods,7,14.371257485029941,10.0418410041841
CountOuterVariableAssignment,7,7.4074074074074066,0.4608294930875576
CountOuterVariableUsage,7,14.849785407725319,1.3824884792626728
CountParameterLists,7,11.304347826086955,35.714285714285715
CountPatternMatching,7,16.82027649769585,29.723127035830625
CountRecursiveCalls,7,8.707865168539326,1.3824884792626728
CountSideEffectCalls,7,16.666666666666664,16.317991631799163
CountSideEffectFunctions,7,14.814814814814813,1.5873015873015872
CountSideEffects,7,13.931888544891642,22.17573221757322
CountVariableDefinitions,7,21.428571428571427,2.928870292887029
CountVariables,7,18.348623853211013,4.761904761904762
FunctionalScoreCount,7,11.582491582491587,71.96652719665272
HasPointsCount,7,10.599334073251944,79.49790794979079
ImperativeScoreCount,7,13.761467889908257,23.01255230125523
IsFunction,7,2.631578947368421,0.3418803418803419
IsSideEffect,7,8.152173913043477,10.0418410041841
ParadigmScoreCount,7,10.50228310502283,77.8242677824268
