name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,184,9,175,4.891304347826087,1.5384615384615385
CountNestedDepth,186,7,179,3.763440860215054,1.1965811965811968
CountNestedMethods,274,42,232,15.328467153284672,7.179487179487179
CountFunctions,2712,432,2280,15.929203539823009,73.84615384615385
IsFunction,76,2,74,2.631578947368421,0.3418803418803419
CountFunctionParameters,1520,287,1233,18.88157894736842,49.059829059829056
CountHigherOrderCalls,2485,418,2067,16.82092555331992,71.45299145299145
CountFunctionCalls,742,114,628,15.363881401617252,19.48717948717949
CountCurrying,209,16,193,7.655502392344498,2.735042735042735
CountPatternMatching,653,115,538,17.611026033690656,19.65811965811966
CountLazyValues,51,5,46,9.803921568627452,0.8547008547008548
CountParameterLists,1019,275,744,26.987242394504417,47.008547008547005
FunctionalScoreCount,3138,481,2657,15.32823454429573,82.22222222222221
CountVariables,463,10,453,2.159827213822894,1.7094017094017095
CountVariableDefinitions,150,7,143,4.666666666666667,1.1965811965811968
CountInnerVariableAssignment,155,7,148,4.516129032258064,1.1965811965811968
CountOuterVariableUsage,344,6,338,1.744186046511628,1.0256410256410255
CountOuterVariableAssignment,52,1,51,1.9230769230769231,0.17094017094017094
CountSideEffects,728,48,680,6.593406593406594,8.205128205128204
IsSideEffect,287,8,279,2.7874564459930316,1.3675213675213675
CountSideEffectCalls,580,29,551,5.0,4.957264957264957
CountSideEffectFunctions,59,7,52,11.864406779661017,1.1965811965811968
ImperativeScoreCount,932,49,883,5.257510729613734,8.376068376068375
HasPointsCount,3485,489,2996,14.031563845050215,83.58974358974359
ParadigmScoreCount,3424,486,2938,14.19392523364486,83.07692307692308
