name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,28,3,25,10.714285714285714,1.3824884792626728
CountNestedDepth,47,6,41,12.76595744680851,2.7649769585253456
CountNestedMethods,691,49,642,7.091172214182344,22.58064516129032
CountFunctions,470,86,384,18.29787234042553,39.63133640552996
IsFunction,17,0,17,0.0,0.0
CountFunctionParameters,149,13,136,8.724832214765101,5.990783410138248
CountHigherOrderCalls,310,75,235,24.193548387096776,34.56221198156682
CountFunctionCalls,124,3,121,2.4193548387096775,1.3824884792626728
CountCurrying,9,1,8,11.11111111111111,0.4608294930875576
CountPatternMatching,386,55,331,14.248704663212436,25.34562211981567
CountLazyValues,18,3,15,16.666666666666664,1.3824884792626728
CountParameterLists,357,31,326,8.683473389355742,14.285714285714285
FunctionalScoreCount,1462,136,1326,9.30232558139535,62.67281105990783
CountVariables,9,3,6,33.33333333333333,1.3824884792626728
CountVariableDefinitions,4,1,3,25.0,0.4608294930875576
CountInnerVariableAssignment,4,1,3,25.0,0.4608294930875576
CountOuterVariableUsage,6,3,3,50.0,1.3824884792626728
CountOuterVariableAssignment,3,1,2,33.33333333333333,0.4608294930875576
CountSideEffects,87,19,68,21.839080459770116,8.755760368663594
IsSideEffect,21,0,21,0.0,0.0
CountSideEffectCalls,36,6,30,16.666666666666664,2.7649769585253456
CountSideEffectFunctions,1,0,1,0.0,0.0
ImperativeScoreCount,88,19,69,21.59090909090909,8.755760368663594
HasPointsCount,1484,136,1348,9.164420485175203,62.67281105990783
ParadigmScoreCount,1479,134,1345,9.060175794455713,61.75115207373272
