name,count,precision,recall,mcc
CountCurrying,7,16.75392670157068,19.753086419753085,0.0
CountFunctionCalls,7,23.0,30.555555555555557,0.14904311241840973
CountFunctionParameters,7,27.049180327868854,24.82758620689655,0.15181056534757986
CountFunctions,7,24.71042471042471,42.857142857142854,0.1847560184564266
CountHigherOrderCalls,7,28.440366972477065,40.68965517241379,0.1817697439420668
CountInnerVariableAssignment,7,24.615384615384613,13.888888888888891,0.07134534837378548
CountLazyValues,7,31.25,8.641975308641975,0.07295978073153678
CountNestedDepth,7,0.0,0.0,0.0
CountNestedMethods,7,19.753086419753085,20.0,0.07594668726062885
CountOuterVariableAssignment,7,14.525993883792047,87.14285714285714,0.0016263904600926134
CountOuterVariableUsage,7,17.118093174431202,62.06896551724138,0.07063422850693309
CountParameterLists,7,25.842696629213485,32.857142857142854,0.18165030954528266
CountPatternMatching,7,30.366492146596862,39.852941176470594,0.17699121006731108
CountRecursiveCalls,7,36.36363636363637,6.029411764705883,0.08925089070085708
CountSideEffectCalls,7,31.067961165048537,24.285714285714285,0.12933135510619406
CountSideEffectFunctions,7,16.594360086767896,20.88235294117647,0.0368308054949648
CountSideEffects,7,26.984126984126984,31.42857142857143,0.12637044094033606
CountVariableDefinitions,7,28.88888888888889,8.024691358024691,0.0762618220528964
CountVariables,7,32.733224222585925,29.411764705882355,0.1310956549310119
FunctionalScoreCount,7,27.30769230769231,50.0,0.20920838790612067
HasPointsCount,7,21.573033707865168,62.34567901234568,0.1417238826278923
ImperativeScoreCount,7,26.190476190476193,32.72727272727273,0.11773011859355988
IsFunction,7,20.33898305084746,27.27272727272727,-0.004801139746475242
IsSideEffect,7,16.524701873935264,59.87654320987654,0.030942105163465718
ParadigmScoreCount,7,23.92807745504841,60.0,0.1505673969579916
