name,rows,faulty_rows,non_faulty_rows,percentage_faulty
Akka,22489,2292,20197,10.191649250744808
Gitbucket,1641,254,1387,15.478366849482022
Http4s,2132,397,1735,18.621013133208255
Quill,1301,253,1048,19.446579554189086
Scio,2352,367,1985,15.603741496598639
Shapeless,4492,330,4162,7.346393588601958
ZIO,3316,387,2929,11.670687575392039
