name,count,mean,std
CommentDensity,7,0.09677523651110352,0.1480809318047318
CommentLinesOfCode,7,9.61917098445596,41.38369771677666
CouplingBetweenObjects,7,31.995061728395058,38.65325245520853
CyclomaticComplexity,7,13.08904109589041,16.86004100002243
DepthOfInheritance,7,1.0814814814814817,1.2561743835862895
DepthOfNesting,7,7.542553191489363,16.087280684474592
FanIn,7,8.02980132450331,20.813162144891212
FanOut,7,24.404938271604934,28.32919954341561
LackOfCohesionInMethods,7,3.0733048259010385,4.31406706851254
LinesOfCode,7,56.93708609271523,134.76292991874132
NumberOfChildren,7,0.6390728476821192,2.712982486600815
NumberOfPatternVariables,7,2.601710445937691,9.392637823760293
OutDegree,7,35.48630136986301,59.583680048872004
OutDegreeDistinct,7,19.06164383561644,27.62438268375384
PatternSize,7,13.033112582781458,44.400597378573494
ResponseForClass,7,21.95205479452055,35.921790566815524
SourceLinesOfCode,7,48.03973509933775,83.92566646767223
WeightedMethodCount,7,13.349315068493151,17.088246602311973
