name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,14.94533352416056,9.288906013756922,18.53356153101588,15.637028094794953
CommentLinesOfCode,7,14.94533352416056,9.288906013756922,18.53356153101588,15.637028094794953
CyclomaticComplexity,7,7.768230549941833,2.944275760098865,100.0,0.0
DepthOfNesting,7,14.921021589129458,7.361729369666435,37.139229144075436,10.26091923446302
LinesOfCode,7,7.768230549941833,2.944275760098865,100.0,0.0
NumberOfPatternVariables,7,15.247539396492112,7.422718222686669,34.695302771174475,10.601805067606238
OutDegree,7,8.159866551522503,2.701711401428046,90.6953443926569,10.862164867376071
OutDegreeDistinct,7,8.159866551522503,2.701711401428046,90.6953443926569,10.862164867376071
PatternSize,7,14.921021589129458,7.361729369666435,37.139229144075436,10.26091923446302
SourceLinesOfCode,7,7.768230549941833,2.944275760098865,100.0,0.0
