name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,5165,563,4602,10.900290416263312,100.0
DepthOfNesting,942,219,723,23.248407643312103,38.898756660746
LinesOfCode,5165,563,4602,10.900290416263312,100.0
SourceLinesOfCode,5165,563,4602,10.900290416263312,100.0
CommentLinesOfCode,499,159,340,31.863727454909817,28.24156305506217
CommentDensity,499,159,340,31.863727454909817,28.24156305506217
OutDegree,4539,544,3995,11.985018726591761,96.62522202486679
OutDegreeDistinct,4539,544,3995,11.985018726591761,96.62522202486679
PatternSize,942,219,723,23.248407643312103,38.898756660746
NumberOfPatternVariables,863,200,663,23.174971031286212,35.52397868561279
