name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,3028,373,2655,12.318361955085866,100.0
DepthOfNesting,867,118,749,13.610149942329874,31.63538873994638
LinesOfCode,3028,373,2655,12.318361955085866,100.0
SourceLinesOfCode,3028,373,2655,12.318361955085866,100.0
CommentLinesOfCode,110,0,110,0.0,0.0
CommentDensity,110,0,110,0.0,0.0
OutDegree,2275,257,2018,11.296703296703296,68.90080428954424
OutDegreeDistinct,2275,257,2018,11.296703296703296,68.90080428954424
PatternSize,867,118,749,13.610149942329874,31.63538873994638
NumberOfPatternVariables,805,110,695,13.664596273291925,29.49061662198391
