name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,7814,441,7373,5.643716406449962,100.0
DepthOfNesting,1248,136,1112,10.897435897435898,30.839002267573694
LinesOfCode,7814,441,7373,5.643716406449962,100.0
SourceLinesOfCode,7814,441,7373,5.643716406449962,100.0
CommentLinesOfCode,262,41,221,15.648854961832063,9.297052154195011
CommentDensity,262,41,221,15.648854961832063,9.297052154195011
OutDegree,5735,368,5367,6.416739319965127,83.44671201814059
OutDegreeDistinct,5735,368,5367,6.416739319965127,83.44671201814059
PatternSize,1248,136,1112,10.897435897435898,30.839002267573694
NumberOfPatternVariables,1183,127,1056,10.73541842772612,28.798185941043087
