name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CountRecursiveCalls,504,38,466,7.5396825396825395,2.8210838901262063
CountNestedDepth,639,45,594,7.042253521126761,3.34075723830735
CountNestedMethods,1430,148,1282,10.34965034965035,10.987379361544173
CountFunctions,12463,914,11549,7.333707775014043,67.85449146250929
IsFunction,175,5,170,2.857142857142857,0.3711952487008166
CountFunctionParameters,6600,502,6098,7.606060606060606,37.26800296956199
CountHigherOrderCalls,11419,861,10558,7.5400648042735785,63.91982182628062
CountFunctionCalls,4254,323,3931,7.59285378467325,23.979213066072756
CountCurrying,504,26,478,5.158730158730158,1.9302152932442462
CountPatternMatching,3451,337,3114,9.765285424514634,25.01855976243504
CountLazyValues,122,9,113,7.377049180327869,0.6681514476614699
CountParameterLists,3965,371,3594,9.35687263556116,27.542687453600596
FunctionalScoreCount,13545,993,12552,7.331118493909192,73.71937639198218
CountVariables,687,31,656,4.512372634643377,2.3014105419450632
CountVariableDefinitions,345,24,321,6.956521739130435,1.7817371937639197
CountInnerVariableAssignment,354,24,330,6.779661016949152,1.7817371937639197
CountOuterVariableUsage,379,13,366,3.430079155672823,0.9651076466221231
CountOuterVariableAssignment,65,4,61,6.153846153846154,0.2969561989606533
CountSideEffects,2261,186,2075,8.226448474126492,13.808463251670378
IsSideEffect,434,17,417,3.9170506912442393,1.2620638455827766
CountSideEffectCalls,1125,77,1048,6.844444444444445,5.716406829992576
CountSideEffectFunctions,285,43,242,15.087719298245613,3.192279138827023
ImperativeScoreCount,2477,187,2290,7.549454985870003,13.882702301410543
HasPointsCount,14138,1026,13112,7.25703777054746,76.16926503340757
ParadigmScoreCount,13992,1022,12970,7.304173813607775,75.87230883444693
