name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CountCurrying,6,9.070241719186486,3.232132382858357,2.3466090840375475,2.1713229754576275
CountFunctionCalls,7,11.060943322561524,6.581630347174035,10.391152405143812,8.70921744156668
CountFunctionParameters,7,9.496436870501494,3.892778481646463,13.282162134984745,11.60338547391002
CountFunctions,7,10.557519869674906,4.7022680614317816,45.892872664340494,15.290013491359435
CountHigherOrderCalls,7,9.824974650303018,3.6321871692826053,35.68652412967911,14.296405483012514
CountInnerVariableAssignment,7,12.332106530508577,8.220732077209378,2.755685691209408,2.0121541739141726
CountLazyValues,7,12.521518910359896,7.83872432415115,2.4907441384902946,2.0054421068655404
CountNestedDepth,7,7.670297437903685,2.9987489713801008,3.1309415156958305,1.20907549011185
CountNestedMethods,7,14.880757832674716,8.492867200942735,13.796236616428184,6.399221342710769
CountOuterVariableAssignment,7,8.739332793148602,7.428821714472871,3.7097707508243554,7.123574429347694
CountOuterVariableUsage,7,10.823538634959522,8.8514125966271,7.035455743065174,10.872657771955192
CountParameterLists,7,10.831728909813293,5.766486974047424,25.393956711745602,19.424601610849653
CountPatternMatching,7,15.164019793669963,7.661105892965131,36.14223291027477,9.841267711390008
CountRecursiveCalls,7,8.174467122942415,5.323612639877247,1.8368963499946187,1.2397684268363764
CountSideEffectCalls,7,10.255193262538214,5.779919125900629,18.777952425425152,18.802558603306426
CountSideEffectFunctions,7,18.5898191791021,15.23913204740663,4.812601806634848,6.5262585389696115
CountSideEffects,7,11.4935668335717,4.555626418454657,26.7411984735962,20.436776865749593
CountVariableDefinitions,7,14.37821854984988,10.664733766138939,2.682780710958721,1.9714761784793402
CountVariables,7,12.389277098294425,6.619390136573426,8.873573533666464,10.904753960589586
FunctionalScoreCount,7,10.524806588088396,4.273155952711958,72.1239910936463,9.710671501206356
HasPointsCount,7,10.069763046066612,4.379689375814668,78.7577323427176,9.401766633051833
ImperativeScoreCount,7,11.35353020668231,4.728774481985968,27.421897633739324,20.91961089938978
IsFunction,7,7.809656804971012,9.773791847626732,4.489595965945485,8.23820041935685
IsSideEffect,7,6.8469929428010845,4.437266015468571,13.496585119881164,17.089206750383614
ParadigmScoreCount,7,10.090252288617474,4.444202832517485,77.41018470248062,8.542039862844128
