name,count,precision,recall,mcc
CountCurrying,7,32.55813953488372,8.970588235294116,0.09058678541900472
CountFunctionCalls,7,21.96969696969697,15.714285714285715,0.1727193142523893
CountFunctionParameters,7,27.142857142857146,17.647058823529417,0.15181056534757986
CountFunctions,7,32.242990654205606,48.27586206896552,0.24756459105403805
CountHigherOrderCalls,7,32.028469750889684,47.22222222222222,0.2606160593134894
CountInnerVariableAssignment,7,29.72972972972973,11.428571428571427,0.09865250023831657
CountLazyValues,7,32.55813953488372,8.641975308641975,0.08949070620553927
CountNestedDepth,7,0.0,0.0,0.0
CountNestedMethods,7,32.608695652173914,25.882352941176478,0.15211653496184036
CountOuterVariableAssignment,7,16.965352449223413,77.14285714285717,0.01633777563387449
CountOuterVariableUsage,7,31.707317073170728,32.05882352941177,0.09652147136446776
CountParameterLists,7,29.57746478873239,40.0,0.20433074274590055
CountPatternMatching,7,30.952380952380953,53.793103448275865,0.251888505220332
CountRecursiveCalls,7,36.52173913043478,6.1764705882352935,0.09114915667212677
CountSideEffectCalls,7,33.628318584070804,26.38888888888889,0.18669537598198035
CountSideEffectFunctions,7,36.0,11.111111111111109,0.08274391389818067
CountSideEffects,7,30.40540540540541,31.03448275862069,0.17976374233585327
CountVariableDefinitions,7,37.17472118959108,8.641975308641975,0.10480267404000383
CountVariables,7,34.57142857142857,18.055555555555557,0.1310956549310119
FunctionalScoreCount,7,34.78260869565217,51.32352941176471,0.2870389810060963
HasPointsCount,7,21.772939346811818,85.51724137931033,0.180217832557186
ImperativeScoreCount,7,34.51327433628318,26.896551724137932,0.19574744753069787
IsFunction,7,28.08022922636103,14.411764705882351,0.12204608721094475
IsSideEffect,7,18.326693227091635,28.395061728395056,0.060598736391318075
ParadigmScoreCount,7,24.76851851851852,70.83333333333334,0.17340380824947435
