commit,faults,path,Recursive,Nested,HigherOrder,FunctionalCalls,SideEffects,ImperativeCalls,FunctionalScoreLandkroon,ImperativeScoreLandkroon,HasPointsLandkroon,ParadigmScoreLandkroon
HEAD,0,package zio - class Schedule,0.0,0.0,0.4925373134328358,0.9850746268656716,0.0,0.0,1.4776119402985075,0.0,0.746268656716418,0.746268656716418
HEAD,1,package zio - object Schedule,0.03125,0.0,0.375,0.375,0.0,0.0,0.78125,0.0,0.59375,0.59375
HEAD,0,package zio - object Schedule - object StepFunction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object Schedule - trait Decision,0.4,0.0,0.4,1.4,0.0,0.0,2.2,0.0,0.8,0.8
HEAD,1,package zio - class ZManaged,0.0,0.0,0.5528455284552846,0.5853658536585366,0.0,0.0,1.1382113821138211,0.0,0.6260162601626016,0.6260162601626016
HEAD,1,package zio - object ZManaged,0.03333333333333333,0.0,0.4777777777777778,0.6666666666666666,0.0,0.24444444444444444,1.1777777777777778,0.24444444444444444,0.4777777777777778,0.4340740740740741
HEAD,0,package zio - object ZManaged - class AccessPartiallyApplied,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class AccessMPartiallyApplied,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class AccessManagedPartiallyApplied,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class IfM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - class ProvideSomeLayer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class UnlessM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - class UpdateService,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class WhenM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - trait ReleaseMap,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
HEAD,0,package zio - object ZManaged - object ReleaseMap,0.0,0.0,0.0,8.0,0.0,1.0,8.0,1.0,0.5,0.4444444444444444
HEAD,0,package zio - object ZManaged - object ReleaseMap - method make - <$anon: zio.ZManaged.ReleaseMap>,0.0,0.0,0.42857142857142855,2.142857142857143,0.0,0.2857142857142857,2.5714285714285716,0.2857142857142857,1.0,0.9591836734693878
HEAD,0,package zio - object ZManaged - method apply - <$anon: zio.ZManaged[R E A]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - trait PreallocationScope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - <$anon: zio.ZManaged.PreallocationScope>,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - trait Scope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - <$anon: zio.ZManaged.Scope>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - class RefineToOrDieOps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
