name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1269,252,1017,19.858156028368796,99.60474308300395
FanIn,1073,181,892,16.868592730661696,71.54150197628458
CouplingBetweenObjects,1299,253,1046,19.47652040030793,100.0
DepthOfInheritance,844,162,682,19.194312796208532,64.03162055335969
LackOfCohesionInMethods,666,204,462,30.630630630630627,80.63241106719367
LinesOfCode,1301,253,1048,19.446579554189086,100.0
SourceLinesOfCode,1301,253,1048,19.446579554189086,100.0
CommentLinesOfCode,143,31,112,21.678321678321677,12.25296442687747
CommentDensity,143,31,112,21.678321678321677,12.25296442687747
NumberOfChildren,413,131,282,31.719128329297817,51.77865612648221
ResponseForClass,928,228,700,24.568965517241377,90.11857707509881
WeightedMethodCount,878,211,667,24.031890660592257,83.399209486166
CyclomaticComplexity,878,211,667,24.031890660592257,83.399209486166
DepthOfNesting,360,124,236,34.44444444444444,49.01185770750988
OutDegree,693,198,495,28.57142857142857,78.26086956521739
OutDegreeDistinct,693,198,495,28.57142857142857,78.26086956521739
PatternSize,360,124,236,34.44444444444444,49.01185770750988
NumberOfPatternVariables,339,117,222,34.51327433628318,46.24505928853755
