commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,HasPointsFraction,ParadigmScoreFraction
HEAD,0,package fusing - class GraphInterpreterShell - class ResumeShell,10.0,1.0,10.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,-0.6000000000000001
HEAD,0,package fusing - class GraphInterpreterShell - class Abort,12.0,2.0,13.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,-1.0
HEAD,0,package fusing - class GraphInterpreterShell - method runBatch - <$anon: Runnable>,8.0,0.0,8.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,-1.0
HEAD,0,package fusing - class ActorGraphInterpreter,36.0,8.0,43.0,1.0,2.0,101.0,80.0,8.0,0.09090909090909091,0.0,43.0,31.0,3.4444444444444446,2.0,6.555555555555555,5.777777777777778,4.0,0.5555555555555556,1.0,-0.6302568770776156
HEAD,1,package impl - object Timers,64.0,14.0,64.0,0.0,0.0,184.0,178.0,5.0,0.0273224043715847,0.0,89.0,0.0,2.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0
HEAD,0,package impl - object Timers - class Initial,19.0,3.0,21.0,4.0,3.0,18.0,18.0,0.0,0.0,0.0,14.0,4.0,1.3333333333333333,0.0,3.0,3.0,0.0,0.0,0.3333333333333333,-0.14583333333333331
HEAD,0,package impl - object Timers - class Initial - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler>,13.0,0.0,13.0,2.0,3.0,13.0,13.0,0.0,0.0,0.0,11.0,5.0,1.25,0.0,1.75,1.75,0.0,0.0,1.0,-1.0
HEAD,0,package impl - object Timers - class Completion,18.0,7.0,24.0,4.0,3.0,13.0,13.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,2.6666666666666665,2.6666666666666665,0.0,0.0,0.3333333333333333,-0.125
HEAD,0,package impl - object Timers - class Completion - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler>,12.0,0.0,12.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,1.5,1.5,0.0,0.0,1.0,-1.0
HEAD,0,package impl - object Timers - class Idle,22.0,3.0,24.0,4.0,3.0,19.0,19.0,0.0,0.0,0.0,19.0,4.0,1.3333333333333333,0.0,6.0,4.666666666666667,0.0,0.0,0.3333333333333333,-0.13725490196078435
HEAD,0,package impl - object Timers - class Idle - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler>,16.0,0.0,16.0,2.0,3.0,14.0,14.0,0.0,0.0,0.0,16.0,5.0,1.25,0.0,3.5,3.25,0.0,0.0,1.0,-1.0
HEAD,0,package impl - object Timers - class BackpressureTimeout,22.0,3.0,24.0,4.0,3.0,24.0,24.0,0.0,0.0,0.0,20.0,4.0,1.3333333333333333,0.0,7.0,5.333333333333333,0.0,0.0,0.3333333333333333,-0.15384615384615385
HEAD,0,package impl - object Timers - class BackpressureTimeout - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler>,16.0,0.0,16.0,2.0,2.0,19.0,19.0,0.0,0.0,0.0,17.0,5.0,1.25,0.0,4.25,4.0,0.0,0.0,1.0,-1.0
HEAD,0,package impl - object Timers - class IdleTimeoutBidi,30.0,3.0,32.0,3.0,3.0,29.0,29.0,0.0,0.0,0.0,27.0,4.0,1.3333333333333333,0.0,8.0,6.0,0.0,0.0,0.3333333333333333,-0.14074074074074075
HEAD,0,package impl - object Timers - class IdleTimeoutBidi - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic>,18.0,0.0,18.0,2.0,2.0,20.0,20.0,0.0,0.0,0.0,21.0,4.0,1.3333333333333333,0.0,3.6666666666666665,3.3333333333333335,0.0,0.0,1.0,-1.0
HEAD,0,package impl - object Timers - class IdleTimeoutBidi - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic> - class IdleBidiHandler,8.0,3.0,10.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,1.5,1.5,0.0,0.0,1.0,-1.0
HEAD,0,package impl - object Timers - class DelayInitial,19.0,3.0,21.0,4.0,3.0,19.0,19.0,0.0,0.0,0.0,14.0,6.0,2.0,0.0,3.6666666666666665,3.0,0.0,0.0,0.3333333333333333,-0.15789473684210528
HEAD,0,package impl - object Timers - class DelayInitial - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler>,13.0,0.0,13.0,2.0,2.0,14.0,14.0,0.0,0.0,0.0,11.0,7.0,1.75,0.0,2.25,2.25,0.0,0.0,1.0,-1.0
HEAD,1,package impl - object Timers - class IdleInject,30.0,3.0,32.0,3.0,3.0,46.0,45.0,1.0,0.021739130434782608,0.0,30.0,9.0,3.0,0.0,13.333333333333334,6.333333333333333,0.0,0.0,0.3333333333333333,-0.0957095709570957
HEAD,1,package impl - object Timers - class IdleInject - method createLogic - <$anon: akka.stream.stage.TimerGraphStageLogic with akka.stream.stage.InHandler with akka.stream.stage.OutHandler>,20.0,0.0,20.0,2.0,3.0,37.0,36.0,1.0,0.02702702702702703,0.0,24.0,11.0,2.2,0.0,7.2,6.8,0.0,0.0,1.0,-0.9457051961823966
HEAD,0,package impl - object Timers - object GraphStageLogicTimer,3.0,15.0,18.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package io - object TLSActor,10.0,8.0,17.0,0.0,0.0,13.0,14.0,2.0,0.125,0.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0
HEAD,2,package io - class TLSActor,70.0,8.0,72.0,1.0,1.0,383.0,311.0,70.0,0.1837270341207349,0.0,102.0,73.0,4.5625,2.4375,8.875,6.8125,5.3125,0.3125,1.0,-0.7274291250091554
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.FanIn.InputBunch>,7.0,0.0,7.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0
HEAD,0,package io - class TLSActor - class ChoppingBlock,15.0,1.0,15.0,1.0,3.0,54.0,35.0,19.0,0.35185185185185186,0.0,22.0,15.0,2.5,0.8333333333333334,5.0,3.6666666666666665,2.0,0.5,0.5,-0.46410256410256406
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,7.0,0.0,7.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.5
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,4.0,0.0,4.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,10.0,0.0,10.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,3.0,2.5,0.0,0.0,0.5,-0.5
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,7.0,0.0,7.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package io - object TlsUtils,19.0,2.0,21.0,0.0,0.0,26.0,26.0,1.0,0.037037037037037035,0.0,27.0,0.0,3.0,1.5,16.5,13.5,9.5,0.0,1.0,-0.7209302325581396
HEAD,0,package scaladsl - object TLS,49.0,2.0,51.0,0.0,0.0,140.0,72.0,67.0,0.48201438848920863,0.0,37.0,0.0,2.4,2.2,9.2,7.0,3.6,0.6,0.6,0.49520547945205473
HEAD,0,package scaladsl - object TLSPlacebo,12.0,1.0,13.0,0.0,0.0,11.0,11.0,1.0,0.08333333333333333,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package scaladsl - trait ScalaSessionAPI,13.0,4.0,17.0,0.0,1.0,32.0,12.0,21.0,0.6363636363636364,0.0,14.0,7.0,1.4,1.2,2.8,2.8,1.2,0.0,0.4,0.4
HEAD,0,package scaladsl - object ScalaSessionAPI,4.0,4.0,6.0,0.0,0.0,7.0,6.0,1.0,0.14285714285714285,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package scaladsl - object ScalaSessionAPI - method apply - <$anon: akka.stream.scaladsl.ScalaSessionAPI>,2.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package javadsl - object TLS,21.0,0.0,21.0,0.0,0.0,129.0,53.0,73.0,0.5793650793650794,0.0,14.0,0.0,1.0,0.0,4.0,3.5,0.0,0.0,0.3333333333333333,0.16666666666666666
HEAD,0,package javadsl - object TLSPlacebo,4.0,0.0,4.0,0.0,0.0,8.0,5.0,3.0,0.375,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package io - object TLSActor,10.0,8.0,17.0,0.0,0.0,13.0,14.0,2.0,0.125,0.0,3.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0
HEAD,1,package io - class TLSActor,70.0,8.0,72.0,1.0,1.0,382.0,310.0,70.0,0.18421052631578946,0.0,102.0,72.0,4.5,2.4375,8.9375,6.9375,5.3125,0.3125,1.0,-0.7275626720177024
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.FanIn.InputBunch>,7.0,0.0,7.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0
HEAD,0,package io - class TLSActor - class ChoppingBlock,15.0,1.0,15.0,1.0,3.0,54.0,35.0,19.0,0.35185185185185186,0.0,22.0,15.0,2.5,0.8333333333333334,5.0,3.6666666666666665,2.0,0.5,0.5,-0.46410256410256406
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,7.0,0.0,7.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.5
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,4.0,0.0,4.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,10.0,0.0,10.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,3.0,2.5,0.0,0.0,0.5,-0.5
HEAD,0,package io - class TLSActor - <$anon: akka.stream.impl.TransferState>,7.0,0.0,7.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package io - object TlsUtils,19.0,2.0,21.0,0.0,0.0,26.0,26.0,1.0,0.037037037037037035,0.0,27.0,0.0,3.0,1.5,16.5,13.5,9.5,0.0,1.0,-0.7209302325581396
HEAD,0,package sharding - object ShardCoordinator,108.0,16.0,120.0,0.0,0.0,417.0,230.0,175.0,0.43209876543209874,2.0,91.0,0.0,1.0,0.0,4.333333333333333,3.3333333333333335,0.0,0.0,0.3333333333333333,-0.3333333333333333
HEAD,0,package sharding - object ShardCoordinator - trait ShardAllocationStrategy,6.0,19.0,25.0,1.0,2.0,27.0,9.0,18.0,0.6666666666666666,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - trait StartableAllocationStrategy,2.0,3.0,5.0,2.0,1.0,8.0,3.0,5.0,0.625,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
HEAD,0,package sharding - object ShardCoordinator - class AbstractShardAllocationStrategy,18.0,1.0,19.0,2.0,2.0,41.0,23.0,18.0,0.43902439024390244,0.0,12.0,4.0,1.0,0.0,2.0,1.75,0.0,0.0,0.25,0.25
HEAD,0,package sharding - object ShardCoordinator - class LeastShardAllocationStrategy,21.0,6.0,27.0,2.0,2.0,31.0,30.0,0.0,0.0,0.0,15.0,8.0,4.0,2.0,11.5,7.5,10.0,2.0,1.0,1.0
HEAD,0,package sharding - object ShardCoordinator - object Internal,48.0,13.0,59.0,0.0,0.0,152.0,92.0,60.0,0.39473684210526316,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - object Terminate,4.0,3.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - trait CoordinatorCommand,1.0,8.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - trait CoordinatorMessage,1.0,10.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class Register,5.0,4.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class RegisterProxy,5.0,4.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class RegisterAck,4.0,3.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class GetShardHome,5.0,6.0,11.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardHome,5.0,4.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class HostShard,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardStarted,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class BeginHandOff,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class BeginHandOffAck,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class HandOff,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardStopped,4.0,5.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class GracefulShutdownReq,5.0,4.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - trait DomainEvent,1.0,11.0,12.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardRegionRegistered,4.0,3.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardRegionProxyRegistered,4.0,3.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardRegionTerminated,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardRegionProxyTerminated,4.0,4.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardHomeAllocated,5.0,5.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - class ShardHomeDeallocated,4.0,3.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - object ShardCoordinatorInitialized,4.0,3.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package sharding - object ShardCoordinator - object Internal - object StateInitialized,3.0,3.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
