name,tn,fp,fn,tp,r2,precision,recall,mcc
univariate,18174,2023,241,2051,-0.09987945093360917,50.34364261168385,89.48516579406632,0.6242393858921709
baseline,16990,3207,772,1520,-0.9330478512653848,32.155701290459064,66.3176265270506,0.3745232102981422
control,17900,2297,216,2076,-0.22084675803717313,47.473130573976675,90.57591623036649,0.6054400521399969
