name,count,precision,recall,mcc
baseline,7,17.490494296577946,51.71009771986971,0.1997347891195229
control,7,38.886968544763214,90.08547008547008,0.5562524597128145
univariate,7,40.44170890658943,90.25641025641028,0.5692262175629421
