name,tn,fp,fn,tp,r2,precision,recall,mcc
univariate,2532,306,27,225,-0.4387647236484449,42.3728813559322,89.28571428571429,0.5695251857379621
baseline,2187,651,114,138,-2.305270311084265,17.490494296577946,54.761904761904766,0.19973478911952286
control,2512,326,27,225,-0.5251770193630663,40.83484573502722,89.28571428571429,0.5562524597128145
