name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,30.973451327433626,20.588235294117645
CommentLinesOfCode,7,30.973451327433626,20.588235294117645
CyclomaticComplexity,7,9.07473309608541,100.0
DepthOfNesting,7,12.640449438202248,36.29032258064515
LinesOfCode,7,9.07473309608541,100.0
NumberOfPatternVariables,7,12.250712250712251,34.67741935483871
OutDegree,7,9.210526315789473,98.38709677419355
OutDegreeDistinct,7,9.210526315789473,98.38709677419355
PatternSize,7,12.640449438202248,36.29032258064515
SourceLinesOfCode,7,9.07473309608541,100.0
