name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,207,29,178,14.009661835748794,100.0
DepthOfNesting,53,12,41,22.641509433962266,41.37931034482759
LinesOfCode,207,29,178,14.009661835748794,100.0
SourceLinesOfCode,207,29,178,14.009661835748794,100.0
CommentLinesOfCode,26,8,18,30.76923076923077,27.586206896551722
CommentDensity,26,8,18,30.76923076923077,27.586206896551722
OutDegree,193,29,164,15.025906735751295,100.0
OutDegreeDistinct,193,29,164,15.025906735751295,100.0
PatternSize,53,12,41,22.641509433962266,41.37931034482759
NumberOfPatternVariables,50,12,38,24.0,41.37931034482759
