name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,2448,409,2039,16.70751633986928,100.0
DepthOfNesting,1247,289,958,23.175621491579793,70.6601466992665
LinesOfCode,2448,409,2039,16.70751633986928,100.0
SourceLinesOfCode,2448,409,2039,16.70751633986928,100.0
CommentLinesOfCode,831,227,604,27.3164861612515,55.501222493887525
CommentDensity,831,227,604,27.3164861612515,55.501222493887525
OutDegree,2427,409,2018,16.852080758137618,100.0
OutDegreeDistinct,2427,409,2018,16.852080758137618,100.0
PatternSize,1247,289,958,23.175621491579793,70.6601466992665
NumberOfPatternVariables,1125,265,860,23.555555555555554,64.79217603911981
