name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,95,13,82,13.684210526315791,100.0
DepthOfNesting,6,3,3,50.0,23.076923076923077
LinesOfCode,95,13,82,13.684210526315791,100.0
SourceLinesOfCode,95,13,82,13.684210526315791,100.0
CommentLinesOfCode,15,8,7,53.333333333333336,61.53846153846154
CommentDensity,15,8,7,53.333333333333336,61.53846153846154
OutDegree,80,11,69,13.750000000000002,84.61538461538461
OutDegreeDistinct,80,11,69,13.750000000000002,84.61538461538461
PatternSize,6,3,3,50.0,23.076923076923077
NumberOfPatternVariables,5,3,2,60.0,23.076923076923077
