name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,2573,453,2120,17.60590750097163,100.0
DepthOfNesting,501,101,400,20.159680638722556,22.29580573951435
LinesOfCode,2573,453,2120,17.60590750097163,100.0
SourceLinesOfCode,2573,453,2120,17.60590750097163,100.0
CommentLinesOfCode,35,17,18,48.57142857142857,3.7527593818984544
CommentDensity,35,17,18,48.57142857142857,3.7527593818984544
OutDegree,2536,451,2085,17.78391167192429,99.55849889624724
OutDegreeDistinct,2536,451,2085,17.78391167192429,99.55849889624724
PatternSize,501,101,400,20.159680638722556,22.29580573951435
NumberOfPatternVariables,472,99,373,20.97457627118644,21.85430463576159
