name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,28.915662650602414,33.33333333333333
CommentLinesOfCode,7,28.915662650602414,33.33333333333333
CyclomaticComplexity,7,16.70751633986928,100.0
DepthOfNesting,7,23.175621491579793,70.6601466992665
LinesOfCode,7,16.70751633986928,100.0
NumberOfPatternVariables,7,24.0,64.79217603911981
OutDegree,7,16.852080758137618,100.0
OutDegreeDistinct,7,16.852080758137618,100.0
PatternSize,7,23.175621491579793,70.6601466992665
SourceLinesOfCode,7,16.70751633986928,100.0
