name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1316,139,1177,10.562310030395135,100.0
DepthOfNesting,412,64,348,15.53398058252427,46.043165467625904
LinesOfCode,1316,139,1177,10.562310030395135,100.0
SourceLinesOfCode,1316,139,1177,10.562310030395135,100.0
CommentLinesOfCode,113,35,78,30.973451327433626,25.179856115107913
CommentDensity,113,35,78,30.973451327433626,25.179856115107913
OutDegree,1266,137,1129,10.821484992101107,98.56115107913669
OutDegreeDistinct,1266,137,1129,10.821484992101107,98.56115107913669
PatternSize,412,64,348,15.53398058252427,46.043165467625904
NumberOfPatternVariables,363,57,306,15.702479338842975,41.007194244604314
