name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,23.05013540587779,11.79099166042462,30.966726152870415,18.92070703976336
CommentLinesOfCode,7,23.05013540587779,11.79099166042462,30.966726152870415,18.92070703976336
CyclomaticComplexity,7,15.781466751708157,5.744373467480197,100.0,0.0
DepthOfNesting,7,22.723267448017943,8.002263935168438,64.95224566719382,16.608564203137483
LinesOfCode,7,15.781466751708157,5.744373467480197,100.0,0.0
NumberOfPatternVariables,7,24.7063808061368,7.962852553655118,61.89071120677706,18.097848831747015
OutDegree,7,16.294467573609335,6.193559577613868,99.48979591836735,1.349873117890097
OutDegreeDistinct,7,16.294467573609335,6.193559577613868,99.48979591836735,1.349873117890097
PatternSize,7,22.723267448017943,8.002263935168438,64.95224566719382,16.608564203137483
SourceLinesOfCode,7,15.781466751708157,5.744373467480197,100.0,0.0
