name,count,percentage_faulty,percentage_total_faults
CommentDensity,5,22.807017543859647,27.777777777777782
CommentLinesOfCode,5,22.807017543859647,27.777777777777782
CyclomaticComplexity,6,7.550463720676487,100.0
DepthOfNesting,5,21.27659574468085,6.640625
LinesOfCode,6,7.550463720676487,100.0
NumberOfPatternVariables,5,21.27659574468085,5.5555555555555545
OutDegree,6,8.490188176158505,98.6328125
OutDegreeDistinct,6,8.490188176158505,98.6328125
PatternSize,5,21.27659574468085,6.640625
SourceLinesOfCode,6,7.550463720676487,100.0
