name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1124,102,1022,9.07473309608541,100.0
DepthOfNesting,336,33,303,9.821428571428571,32.35294117647059
LinesOfCode,1124,102,1022,9.07473309608541,100.0
SourceLinesOfCode,1124,102,1022,9.07473309608541,100.0
CommentLinesOfCode,91,21,70,23.076923076923077,20.588235294117645
CommentDensity,91,21,70,23.076923076923077,20.588235294117645
OutDegree,1064,98,966,9.210526315789473,96.07843137254902
OutDegreeDistinct,1064,98,966,9.210526315789473,96.07843137254902
PatternSize,336,33,303,9.821428571428571,32.35294117647059
NumberOfPatternVariables,320,31,289,9.6875,30.392156862745097
