name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,5,26.540361599185125,16.544201417637225,34.95475113122173,16.048200291005276
CommentLinesOfCode,5,26.540361599185125,16.544201417637225,34.95475113122173,16.048200291005276
CyclomaticComplexity,6,8.319608665100896,4.272301720430304,100.0,0.0
DepthOfNesting,5,21.683890577507597,18.53501384668888,12.936973667672197,12.606862628581327
LinesOfCode,6,8.319608665100896,4.272301720430304,100.0,0.0
NumberOfPatternVariables,5,23.77784167145869,22.41563489304741,12.702598667672198,12.763107393441054
OutDegree,6,8.457151280106302,5.398683822328492,85.86905715811967,26.4216061889306
OutDegreeDistinct,6,8.457151280106302,5.398683822328492,85.86905715811967,26.4216061889306
PatternSize,5,21.683890577507597,18.53501384668888,12.936973667672197,12.606862628581327
SourceLinesOfCode,6,8.319608665100896,4.272301720430304,100.0,0.0
