name,count,mean,std
CommentDensity,7,0.04381568979878984,0.1251107495311575
CommentLinesOfCode,7,4.599713055954089,28.061447290512422
CouplingBetweenObjects,7,16.67045933417615,30.68274368566043
CyclomaticComplexity,7,3.818487394957984,10.86513565457649
DepthOfInheritance,7,1.2840286557100715,1.5091248848891303
DepthOfNesting,7,2.2130559540889525,9.814756240419412
FanIn,7,4.88045540796964,14.231152116243726
FanOut,7,11.922179504176054,21.184175956580905
LackOfCohesionInMethods,7,1.1004304160688665,2.826052884768971
LinesOfCode,7,29.987405541561714,97.23822183246708
NumberOfChildren,7,0.7874762808349146,2.812041324826676
NumberOfPatternVariables,7,1.3361344537815123,8.512297808971779
OutDegree,7,11.892789373814043,52.002838745650386
OutDegreeDistinct,7,6.5710186513629845,18.906872483367206
PatternSize,7,5.969747899159664,33.1858214689547
ResponseForClass,7,7.222960151802656,17.803953300277193
SourceLinesOfCode,7,23.97632711621234,81.71793370059555
WeightedMethodCount,7,3.815126050420168,10.859809439078944
