commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,HasPointsFraction,ParadigmScoreFraction
HEAD,0,package getquill - object QuillSparkContext,2.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package getquill - trait QuillSparkContext,61.0,3.0,62.0,4.0,6.0,115.0,77.0,37.0,0.32456140350877194,1.0,35.0,13.0,13.0,23.0,52.0,26.0,28.0,7.0,7.0,2.8095238095238093
HEAD,0,package getquill - trait QuillSparkContext - class StructElement,4.0,1.0,5.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,6.0,3.0,5.0,1.0,1.0,1.0
HEAD,0,package getquill - trait QuillSparkContext - object CaseAccessors,18.0,1.0,19.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0
HEAD,5,package spark - class SparkDialect,42.0,2.0,44.0,2.0,9.0,55.0,55.0,0.0,0.0,1.0,40.0,27.0,27.0,76.0,98.0,54.0,67.0,20.0,7.0,7.0
HEAD,0,package spark - object SparkDialect,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - object QuillSparkContext,2.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,5,package getquill - trait QuillSparkContext,46.0,3.0,47.0,4.0,6.0,84.0,63.0,21.0,0.25,1.0,25.0,13.0,13.0,23.0,48.0,26.0,28.0,7.0,7.0,2.8095238095238093
HEAD,0,package getquill - trait QuillSparkContext - class StructElement,4.0,1.0,5.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,6.0,3.0,5.0,1.0,1.0,1.0
HEAD,1,package spark - class SparkDialect,41.0,2.0,43.0,2.0,9.0,54.0,54.0,0.0,0.0,1.0,39.0,26.0,26.0,76.0,91.0,53.0,61.0,19.0,7.0,7.0
HEAD,0,package spark - object SparkDialect,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package spark - trait Encoders,25.0,1.0,25.0,0.0,3.0,26.0,26.0,0.0,0.0,1.0,10.0,7.0,7.0,4.0,10.0,10.0,6.0,1.0,5.0,5.0
HEAD,1,package spark - class SparkDialect,40.0,2.0,42.0,2.0,8.0,49.0,49.0,0.0,0.0,1.0,35.0,23.0,23.0,67.0,85.0,49.0,55.0,17.0,6.0,6.0
HEAD,0,package spark - object SparkDialect,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Encoders,33.0,1.0,33.0,1.0,2.0,32.0,32.0,0.0,0.0,1.0,11.0,6.0,6.0,4.0,10.0,9.0,6.0,1.0,4.0,4.0
HEAD,0,package encoding - trait Encoders - class OrientDBEncoder,6.0,1.0,7.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package encoding - trait Decoders,24.0,1.0,24.0,1.0,3.0,47.0,45.0,0.0,0.0,1.0,11.0,8.0,8.0,5.0,22.0,16.0,2.0,0.0,4.0,4.0
HEAD,0,package encoding - trait Decoders - class OrientDBDecoder,5.0,1.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package encoding - trait CassandraTypes,13.0,2.0,15.0,1.0,0.0,13.0,13.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait CassandraMappedTypes,21.0,1.0,22.0,0.0,0.0,20.0,20.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package cassandra - trait CassandraContext,8.0,5.0,10.0,4.0,8.0,44.0,42.0,0.0,0.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package encoding - trait Decoders,24.0,1.0,24.0,1.0,3.0,43.0,43.0,0.0,0.0,1.0,11.0,7.0,7.0,5.0,15.0,13.0,2.0,0.0,4.0,4.0
HEAD,0,package encoding - trait Decoders - class CassandraDecoder,5.0,1.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package encoding - trait Encoders,24.0,1.0,24.0,1.0,2.0,35.0,35.0,0.0,0.0,1.0,10.0,6.0,6.0,4.0,10.0,9.0,6.0,1.0,4.0,4.0
HEAD,0,package encoding - trait Encoders - class CassandraEncoder,5.0,1.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package getquill - class CassandraAsyncContext,25.0,0.0,25.0,6.0,2.0,42.0,38.0,0.0,0.0,0.0,18.0,9.0,9.0,17.0,32.0,23.0,18.0,6.0,5.0,3.887777777777778
HEAD,1,package dsl - class MetaDslMacro,57.0,0.0,57.0,0.0,8.0,215.0,166.0,0.0,0.0,0.0,79.0,45.0,45.0,59.0,116.0,70.0,129.0,38.0,11.0,10.904
HEAD,1,package dsl - class MetaDslMacro - trait Value,1.0,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class MetaDslMacro - class Nested,7.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - class MetaDslMacro - class Scalar,7.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,99.0,2.0,99.0,0.0,6.0,405.0,142.0,6.0,0.04054054054054054,1.0,64.0,18.0,18.0,18.0,57.0,40.0,28.0,8.0,6.0,2.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package quotation - trait Unliftables,39.0,1.0,40.0,0.0,1.0,136.0,38.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0
HEAD,1,package quotation - trait Parsing,99.0,2.0,99.0,0.0,6.0,396.0,142.0,6.0,0.04054054054054054,1.0,64.0,18.0,18.0,18.0,57.0,40.0,28.0,8.0,6.0,2.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package quotation - trait Liftables,118.0,1.0,119.0,0.0,0.0,132.0,132.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,98.0,2.0,98.0,0.0,6.0,387.0,138.0,6.0,0.041666666666666664,1.0,62.0,16.0,16.0,18.0,44.0,35.0,28.0,8.0,5.0,3.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package dsl - class EncodingDslMacro,27.0,1.0,28.0,0.0,3.0,50.0,38.0,0.0,0.0,0.0,23.0,14.0,14.0,24.0,29.0,24.0,16.0,1.0,7.0,7.0
HEAD,1,package quotation - object Rebind,24.0,0.0,24.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,23.0,0.0,4.0,11.0,21.0,14.0,21.0,9.0,1.0,1.0
HEAD,1,package quotation - trait Parsing,98.0,2.0,98.0,0.0,6.0,389.0,138.0,6.0,0.041666666666666664,1.0,62.0,16.0,16.0,18.0,44.0,35.0,28.0,8.0,5.0,3.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package getquill - class CassandraAsyncContext,19.0,0.0,19.0,6.0,1.0,35.0,31.0,0.0,0.0,0.0,15.0,7.0,7.0,17.0,29.0,21.0,18.0,6.0,4.0,3.287777777777778
HEAD,1,package quotation - trait Parsing,95.0,2.0,95.0,0.0,5.0,374.0,134.0,6.0,0.04285714285714286,1.0,56.0,15.0,15.0,18.0,43.0,34.0,28.0,8.0,4.0,2.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package quotation - trait Parsing,95.0,2.0,95.0,0.0,5.0,374.0,134.0,6.0,0.04285714285714286,1.0,56.0,15.0,15.0,18.0,43.0,34.0,28.0,8.0,4.0,2.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package dsl - class EncodingDslMacro,27.0,1.0,28.0,0.0,3.0,56.0,44.0,0.0,0.0,0.0,25.0,16.0,16.0,24.0,31.0,26.0,16.0,1.0,7.0,7.0
HEAD,1,package dsl - trait LowPriorityImplicits,6.0,1.0,6.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl,28.0,2.0,28.0,1.0,10.0,31.0,24.0,3.0,0.1111111111111111,1.0,16.0,10.0,10.0,0.0,9.0,9.0,0.0,0.0,4.0,4.0
HEAD,1,package dsl - class EncodingDslMacro,27.0,1.0,28.0,0.0,3.0,56.0,44.0,0.0,0.0,0.0,25.0,16.0,16.0,24.0,31.0,26.0,16.0,1.0,7.0,7.0
HEAD,1,package dsl - trait LowPriorityImplicits,6.0,1.0,6.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package dsl - trait EncodingDsl,28.0,2.0,28.0,1.0,10.0,31.0,24.0,3.0,0.1111111111111111,1.0,16.0,10.0,10.0,0.0,9.0,9.0,0.0,0.0,4.0,4.0
HEAD,0,package quotation - class ScalarValueLifting,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,52.0,3.0,54.0,0.0,2.0,72.0,57.0,1.0,0.017241379310344827,2.0,35.0,9.0,9.0,19.0,17.0,9.0,38.0,10.0,1.0,1.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,45.0,3.0,47.0,2.0,1.0,46.0,33.0,0.0,0.0,2.0,29.0,14.0,14.0,29.0,48.0,27.0,141.0,18.0,2.0,2.0
HEAD,0,package quotation - class ScalarValueLifting,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,52.0,3.0,54.0,0.0,2.0,72.0,57.0,1.0,0.017241379310344827,2.0,35.0,9.0,9.0,19.0,17.0,9.0,38.0,10.0,1.0,1.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,45.0,3.0,47.0,2.0,1.0,46.0,33.0,0.0,0.0,2.0,29.0,14.0,14.0,29.0,48.0,27.0,141.0,18.0,2.0,2.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,35.0,3.0,37.0,1.0,3.0,46.0,35.0,0.0,0.0,2.0,31.0,12.0,12.0,28.0,21.0,20.0,25.0,6.0,5.0,5.0
HEAD,0,package quotation - class ScalarValueLifting,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,52.0,3.0,54.0,0.0,2.0,72.0,57.0,1.0,0.017241379310344827,2.0,37.0,9.0,9.0,19.0,17.0,9.0,38.0,10.0,1.0,1.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,45.0,3.0,47.0,2.0,1.0,46.0,33.0,0.0,0.0,2.0,31.0,14.0,14.0,29.0,50.0,29.0,141.0,18.0,2.0,2.0
HEAD,0,package quotation - class ScalarValueLifting,4.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class CaseClassValueLifting,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings,52.0,3.0,54.0,0.0,2.0,72.0,57.0,1.0,0.017241379310344827,2.0,37.0,9.0,9.0,19.0,17.0,9.0,38.0,10.0,1.0,1.0
HEAD,0,package quotation - trait ReifyLiftings - class Reified,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait ReifyLiftings - class ReifyLiftings,45.0,3.0,47.0,2.0,1.0,46.0,33.0,0.0,0.0,2.0,31.0,14.0,14.0,29.0,50.0,29.0,141.0,18.0,2.0,2.0
HEAD,0,package cassandra - object CqlIdiom,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package cassandra - trait CqlIdiom,102.0,1.0,103.0,1.0,4.0,138.0,137.0,0.0,0.0,1.0,40.0,67.0,67.0,130.0,341.0,109.0,305.0,64.0,13.0,12.90909090909091
HEAD,2,package context - class Expand,20.0,0.0,20.0,2.0,0.0,23.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package context - trait ContextMacro,43.0,2.0,45.0,2.0,3.0,72.0,61.0,0.0,0.0,2.0,40.0,17.0,17.0,28.0,47.0,34.0,46.0,12.0,7.0,4.714285714285714
HEAD,1,package quotation - trait Parsing,95.0,2.0,95.0,0.0,5.0,372.0,134.0,6.0,0.04285714285714286,1.0,56.0,15.0,15.0,18.0,43.0,34.0,28.0,8.0,4.0,2.473684210526316
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,4.0,5.0,8.0,8.0,9.0,4.0,1.0,1.0
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package context - class ActionMacro,38.0,0.0,38.0,3.0,5.0,95.0,47.0,0.0,0.0,0.0,31.0,15.0,15.0,35.0,31.0,23.0,83.0,19.0,4.0,4.0
HEAD,1,package quotation - trait Unliftables,37.0,1.0,38.0,0.0,1.0,130.0,36.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0
HEAD,1,package mysql - trait FinagleMysqlDecoders,51.0,1.0,51.0,0.0,3.0,85.0,64.0,0.0,0.0,1.0,16.0,5.0,5.0,5.0,14.0,14.0,3.0,1.0,3.0,3.0
HEAD,0,package mysql - trait FinagleMysqlDecoders - class FinangleMysqlDecoder,5.0,1.0,6.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package getquill - class MysqlAsyncContext,7.0,0.0,7.0,6.0,1.0,14.0,11.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,4.0,4.0,5.0,1.0,1.0,1.0
HEAD,1,package mysql - trait FinagleMysqlEncoders,34.0,1.0,34.0,0.0,4.0,42.0,42.0,0.0,0.0,1.0,10.0,6.0,6.0,4.0,10.0,10.0,6.0,1.0,4.0,4.0
HEAD,0,package mysql - trait FinagleMysqlEncoders - class FinangleMySqlEncoder,6.0,1.0,7.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package async - trait Encoders,39.0,2.0,39.0,0.0,3.0,61.0,61.0,0.0,0.0,1.0,17.0,6.0,6.0,4.0,18.0,14.0,6.0,1.0,4.0,4.0
HEAD,0,package async - trait Encoders - class AsyncEncoder,7.0,1.0,8.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Encoders - method encoder - <$anon: (Encoders.this.Index  T  Encoders.this.PrepareRow) => Encoders.this.PrepareRow>,5.0,0.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Encoders - method mappedEncoder - <$anon: (Encoders.this.Index  I  Encoders.this.PrepareRow) => Encoders.this.PrepareRow>,8.0,0.0,8.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Encoders - method optionEncoder - <$anon: (Encoders.this.Index  Option[T]  Encoders.this.PrepareRow) => Encoders.this.PrepareRow>,10.0,0.0,10.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,3.0,2.0,6.0,1.0,1.0,1.0
HEAD,1,package getquill - class PostgresAsyncContext,4.0,0.0,4.0,6.0,2.0,10.0,7.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package sql - trait SqlContext,4.0,6.0,9.0,4.0,2.0,30.0,30.0,0.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package async - trait Decoders,76.0,1.0,76.0,0.0,3.0,138.0,106.0,0.0,0.0,1.0,32.0,8.0,8.0,14.0,22.0,19.0,16.0,4.0,3.0,3.0
HEAD,0,package async - trait Decoders - class AsyncDecoder,6.0,1.0,7.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,1,package async - trait Decoders - method decoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => T>,14.0,0.0,14.0,1.0,1.0,12.0,12.0,0.0,0.0,0.0,9.0,4.0,4.0,9.0,8.0,8.0,13.0,3.0,1.0,1.0
HEAD,0,package async - trait Decoders - method mappedDecoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => O>,7.0,0.0,7.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,1,package async - trait Decoders - trait NumericDecoder,23.0,6.0,29.0,1.0,1.0,15.0,15.0,0.0,0.0,0.0,5.0,10.0,10.0,7.0,11.0,5.0,30.0,8.0,2.0,2.0
HEAD,1,package async - trait Decoders - method optionDecoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Option[T]>,9.0,0.0,9.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => BigDecimal>,7.0,0.0,7.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Int>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Long>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Float>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package async - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Double>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
