commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmScoreFraction
HEAD,6,package getquill - class CassandraMirrorContext - class ActionMirror,4.0,7.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package getquill - class CassandraMirrorContext - class BatchActionMirror,4.0,7.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package getquill - class CassandraMirrorContext - class QueryMirror,5.0,5.0,10.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - class CqlQuery,6.0,2.0,8.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package cassandra - class OrderByCriteria,4.0,2.0,6.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,6,package cassandra - object CqlQuery,46.0,2.0,47.0,1.0,0.0,69.0,69.0,0.0,0.0,0.0,17.0,0.0,4.375,7.125,7.125,4.25,18.875,4.5,1.0
HEAD,6,package quotation - object Rebind,20.0,0.0,20.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,22.0,0.0,4.0,11.0,19.0,13.0,22.0,10.0,1.0
HEAD,6,package sql - class SqlContext,24.0,6.0,28.0,3.0,37.0,133.0,133.0,0.0,0.0,4.0,39.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8108108108108109
HEAD,6,package encoding - trait Encoders,22.0,2.0,23.0,0.0,3.0,45.0,45.0,0.0,0.0,1.0,12.0,5.0,1.6666666666666667,1.3333333333333333,3.6666666666666665,3.3333333333333335,2.0,0.3333333333333333,1.0
HEAD,6,package encoding - trait Encoders - method encoder - <$anon: Encoders.this.Encoder[T]>,8.0,0.0,8.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0
HEAD,6,package encoding - trait Encoders - method encoder - <$anon: Encoders.this.Encoder[T]> - method apply - <$anon: io.getquill.context.Encoder[<error> T]>,5.0,0.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,6,package encoding - trait Encoders - method traversableEncoder - <$anon: Encoders.this.Encoder[Traversable[T]]>,5.0,0.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,6,package encoding - trait Encoders - method optionEncoder - <$anon: Encoders.this.Encoder[Option[T]]>,9.0,0.0,9.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,3.0,2.0,6.0,1.0,1.0
HEAD,1,package encoding - trait Decoders,18.0,1.0,19.0,0.0,2.0,44.0,44.0,0.0,0.0,1.0,10.0,4.0,2.0,2.5,3.5,3.0,1.0,0.0,1.0
HEAD,1,package encoding - trait Decoders - method decoder - <$anon: Decoders.this.Decoder[T]>,4.0,0.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
HEAD,0,package encoding - trait Decoders - method optionDecoder - <$anon: Decoders.this.Decoder[Option[T]]>,8.0,0.0,8.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,0.0,1.0
HEAD,0,package encoding - trait Decoders - <$anon: Decoders.this.Decoder[BigDecimal]>,2.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package encoding - trait Decoders - <$anon: Decoders.this.Decoder[Array[Byte]]>,3.0,0.0,3.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0
HEAD,0,package encoding - trait Decoders - <$anon: Decoders.this.Decoder[java.util.UUID]>,2.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Unliftables,39.0,1.0,40.0,0.0,1.0,126.0,38.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Parsing,91.0,3.0,91.0,2.0,6.0,333.0,124.0,2.0,0.015873015873015872,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,2.0,18.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Liftables,109.0,1.0,110.0,0.0,0.0,119.0,119.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,91.0,3.0,91.0,2.0,6.0,326.0,124.0,2.0,0.015873015873015872,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,2.0,18.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Quoted,1.0,6.0,7.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,47.0,3.0,49.0,3.0,3.0,78.0,46.0,0.0,0.0,2.0,36.0,11.0,2.2,5.6,6.4,4.8,3.8,0.8,1.0
HEAD,0,package quotation - trait Unliftables,39.0,1.0,40.0,0.0,1.0,126.0,38.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package getquill - object ImplicitQuery,47.0,0.0,47.0,0.0,0.0,24.0,25.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
HEAD,1,package getquill - class ImplicitQueryMacro,14.0,0.0,14.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.3333333333333333
HEAD,1,package quotation - trait Parsing,91.0,3.0,91.0,2.0,6.0,326.0,124.0,2.0,0.015873015873015872,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,2.0,18.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package quotation - object IsDynamic,8.0,4.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0
HEAD,0,package quotation - object Rebind,20.0,0.0,20.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,22.0,0.0,4.0,11.0,19.0,13.0,22.0,10.0,1.0
HEAD,1,package quotation - trait Liftables,109.0,1.0,110.0,0.0,0.0,119.0,119.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,91.0,2.0,91.0,2.0,6.0,326.0,124.0,2.0,0.015873015873015872,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package quotation - trait Quoted,1.0,6.0,7.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,40.0,3.0,42.0,3.0,3.0,72.0,40.0,0.0,0.0,2.0,32.0,9.0,1.8,3.8,6.0,4.4,3.4,0.8,1.0
HEAD,1,package quotation - trait Unliftables,35.0,1.0,36.0,0.0,1.0,118.0,34.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Parsing,92.0,2.0,92.0,2.0,6.0,318.0,124.0,2.0,0.015873015873015872,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Liftables,107.0,1.0,108.0,0.0,0.0,115.0,115.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,29.0,5.0,33.0,3.0,3.0,36.0,27.0,0.0,0.0,2.0,26.0,9.0,1.8,3.8,3.0,2.8,3.4,0.8,1.0
HEAD,1,package quotation - trait Unliftables,35.0,1.0,36.0,0.0,1.0,118.0,34.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Parsing,90.0,2.0,90.0,2.0,6.0,315.0,122.0,2.0,0.016129032258064516,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Liftables,104.0,1.0,105.0,0.0,0.0,112.0,112.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Unliftables,35.0,1.0,36.0,0.0,1.0,117.0,34.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Parsing,90.0,2.0,90.0,2.0,6.0,314.0,122.0,2.0,0.016129032258064516,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Liftables,104.0,1.0,105.0,0.0,0.0,111.0,111.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Unliftables,35.0,1.0,36.0,0.0,1.0,117.0,34.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Parsing,90.0,2.0,90.0,2.0,6.0,314.0,122.0,2.0,0.016129032258064516,1.0,47.0,12.0,1.7142857142857142,1.2857142857142858,5.428571428571429,4.285714285714286,3.142857142857143,1.0,0.42857142857142855
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Liftables,104.0,1.0,105.0,0.0,0.0,111.0,111.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,89.0,2.0,89.0,2.0,5.0,311.0,119.0,2.0,0.01652892561983471,1.0,45.0,11.0,1.8333333333333333,1.5,6.0,4.666666666666667,3.6666666666666665,1.1666666666666667,0.5
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,29.0,5.0,33.0,3.0,3.0,36.0,27.0,0.0,0.0,2.0,26.0,9.0,1.8,3.8,3.0,2.8,3.4,0.8,1.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,27.0,5.0,31.0,3.0,4.0,34.0,26.0,0.0,0.0,2.0,25.0,9.0,1.8,3.8,2.8,2.6,3.4,0.8,1.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,27.0,5.0,31.0,3.0,4.0,34.0,26.0,0.0,0.0,2.0,25.0,9.0,1.8,3.8,2.8,2.6,3.4,0.8,1.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,27.0,5.0,31.0,3.0,4.0,34.0,26.0,0.0,0.0,2.0,25.0,9.0,1.8,3.8,2.8,2.6,3.4,0.8,1.0
HEAD,1,package quotation - trait Parsing,70.0,2.0,70.0,1.0,4.0,291.0,90.0,2.0,0.021739130434782608,1.0,30.0,4.0,1.0,0.0,2.75,2.5,0.0,0.0,0.5
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,27.0,3.0,29.0,1.0,3.0,31.0,23.0,0.0,0.0,2.0,24.0,7.0,1.75,2.5,3.5,3.25,3.0,0.5,1.0
HEAD,0,package quotation - trait Quoted,1.0,11.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package quotation - class QuotedAst,5.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Quotation,27.0,3.0,29.0,1.0,3.0,31.0,23.0,0.0,0.0,2.0,24.0,7.0,1.75,2.5,3.5,3.25,3.0,0.5,1.0
HEAD,1,package quotation - object Rebind,20.0,0.0,20.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,22.0,0.0,4.0,11.0,19.0,13.0,18.0,8.0,1.0
HEAD,1,package quotation - trait Parsing,63.0,2.0,63.0,0.0,3.0,235.0,78.0,0.0,0.0,1.0,27.0,3.0,1.0,0.0,3.0,2.6666666666666665,0.0,0.0,0.6666666666666666
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Unliftables,33.0,1.0,34.0,0.0,1.0,102.0,32.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Parsing,64.0,2.0,64.0,0.0,3.0,229.0,78.0,0.0,0.0,1.0,27.0,3.0,1.0,0.0,3.0,2.6666666666666665,0.0,0.0,0.6666666666666666
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,1,package quotation - trait Liftables,88.0,1.0,89.0,0.0,0.0,94.0,94.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package quotation - trait Parsing,64.0,2.0,64.0,0.0,3.0,218.0,78.0,0.0,0.0,1.0,27.0,3.0,1.0,0.0,3.0,2.6666666666666665,0.0,0.0,0.6666666666666666
HEAD,0,package quotation - trait Parsing - class Parser,17.0,1.0,17.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,10.0,4.0,2.0,2.5,4.0,4.0,4.5,2.0,0.5
HEAD,0,package quotation - trait Parsing - method operationParser - object operator,7.0,1.0,8.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package dsl - class QueryDslMacro,14.0,0.0,14.0,0.0,4.0,18.0,18.0,0.0,0.0,0.0,16.0,7.0,1.4,1.6,1.6,1.2,1.2,0.2,0.8
HEAD,0,package jasync - trait Decoders,85.0,4.0,85.0,0.0,3.0,123.0,115.0,0.0,0.0,1.0,34.0,8.0,2.6666666666666665,4.666666666666667,8.0,7.0,5.333333333333333,1.3333333333333333,1.0
HEAD,0,package jasync - trait Decoders - class AsyncDecoder,6.0,4.0,10.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package jasync - trait Decoders - method decoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => T>,16.0,0.0,16.0,1.0,1.0,12.0,12.0,0.0,0.0,0.0,10.0,4.0,4.0,9.0,9.0,9.0,13.0,3.0,1.0
HEAD,0,package jasync - trait Decoders - method mappedDecoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => O>,7.0,0.0,7.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package jasync - trait Decoders - trait NumericDecoder,25.0,6.0,30.0,1.0,1.0,16.0,16.0,0.0,0.0,0.0,5.0,10.0,5.0,3.5,9.0,2.5,15.0,4.0,1.0
HEAD,0,package jasync - trait Decoders - method optionDecoder - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Option[T]>,12.0,0.0,12.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0
HEAD,0,package jasync - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => BigDecimal>,7.0,0.0,7.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
HEAD,0,package jasync - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Int>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package jasync - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Long>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package jasync - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Float>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package jasync - trait Decoders - <$anon: (Decoders.this.Index  Decoders.this.ResultRow) => Double>,4.0,0.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
HEAD,0,package util - object ClassTagConversions,4.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - class FinaglePostgresContext,38.0,3.0,39.0,5.0,9.0,94.0,87.0,4.0,0.04395604395604396,0.0,21.0,27.0,2.076923076923077,4.3076923076923075,5.923076923076923,2.923076923076923,5.076923076923077,1.3076923076923077,0.7751479289940828
HEAD,0,package getquill - object FinaglePostgresContext,3.0,3.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package getquill - object FinaglePostgresContext - class EncodeParam,1.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package idiom - trait SqlIdiom,213.0,18.0,229.0,2.0,15.0,436.0,401.0,25.0,0.05868544600938967,13.0,119.0,165.0,4.230769230769231,5.82051282051282,22.666666666666668,5.82051282051282,22.358974358974358,4.0,0.7158974358974359
HEAD,0,package idiom - trait SqlIdiom - method defaultTokenizer - <$anon: io.getquill.idiom.StatementInterpolator.Tokenizer[io.getquill.ast.Ast]>,5.0,0.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,0,package idiom - trait SqlIdiom - class FlattenSqlQueryTokenizerHelper,27.0,3.0,29.0,0.0,1.0,38.0,39.0,0.0,0.0,1.0,23.0,21.0,2.625,6.5,7.875,4.375,5.875,1.125,0.625
HEAD,0,package idiom - object SqlIdiom,31.0,18.0,47.0,0.0,0.0,28.0,23.0,5.0,0.17857142857142858,13.0,29.0,0.0,2.0,6.0,19.0,9.5,19.0,4.0,1.0
HEAD,0,package idiom - object SqlIdiom - method copyIdiom - <$anon: io.getquill.context.sql.idiom.SqlIdiom>,5.0,0.0,5.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.4,0.4,0.0,0.0,0.0
HEAD,0,package idiom - object SqlIdiom - method withActionAlias - <$anon: io.getquill.idiom.StatementInterpolator.Tokenizer[io.getquill.ast.Ast]>,5.0,0.0,5.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package getquill - class OrientDBSyncContext,23.0,0.0,23.0,6.0,3.0,50.0,45.0,1.0,0.021739130434782608,0.0,18.0,11.0,1.8333333333333333,2.6666666666666665,4.166666666666667,3.5,3.0,1.0,0.05197881828316613
HEAD,0,package context - object ProbeStatement,28.0,1.0,29.0,0.0,0.0,33.0,33.0,1.0,0.029411764705882353,0.0,17.0,0.0,7.0,16.0,22.0,14.0,18.0,4.0,-0.1879699248120301
