name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
FunctionVariables,7,63.05309472796257,12.912399728413439,70.37220944784067,7.539623441721055,0.49088674581087005,0.0843368508823232
FunctionVariables baseline,7,62.943090387076936,12.46816719106286,68.97929894555827,7.790541231732624,0.4809180761479568,0.08712574538996633
ImplicitConversions,7,63.660887602615915,17.37009671647146,70.40418683545015,8.96483136059419,0.48543241571408347,0.15694484969198952
ImplicitConversions baseline,7,63.655667371855166,18.297522708804422,70.69689650535642,9.340574237599194,0.48801543212601867,0.16693575524895338
ImplicitDefinitions,7,62.37469613834297,14.455742711312544,68.27936934822337,5.095154419431495,0.4666259528908522,0.07152276999912714
ImplicitDefinitions baseline,7,62.106525244630134,14.843966928751435,67.43815577510756,4.996937891424758,0.45887139476814626,0.08462849336264491
ImplicitParameters,7,66.45040207691274,13.54114107401039,70.79252131155214,8.236038138323739,0.47784593471498515,0.10475608144505576
ImplicitParameters baseline,7,66.28608945759798,13.624469776849345,70.4898075861103,8.671935073973883,0.47392623466636824,0.11351496858632296
OverridingPatternVariables,7,71.57393995378843,11.170926614436674,75.70567870883941,9.590873511808105,0.4687771919178362,0.11815733062395925
OverridingPatternVariables baseline,7,73.02036225554743,10.252474420740539,77.32174010364474,9.002588966430313,0.49541280556992806,0.11592380630259062
UnitVariables,2,70.39627039627041,16.153022041091305,72.11538461538461,4.079462199153162,0.5663406510720678,0.10180904539216848
UnitVariables baseline,2,69.92694805194806,16.816744065556694,69.94147157190636,1.0050848896464324,0.5500291428317706,0.12487700156835721
UsageOfNull,7,68.68320067568187,9.625096706397741,71.26884158361545,4.872583619928134,0.46291944209869523,0.1519618818226688
UsageOfNull baseline,7,69.30300913031883,10.19838501137661,72.75634746092017,4.084374201877049,0.47643005851799847,0.16608945815068882
