name,count,precision,recall,mcc
FunctionVariables,7,59.66386554621849,70.94594594594594,0.4550215896369743
FunctionVariables baseline,7,59.45945945945946,70.27027027027027,0.44513668092693465
ImplicitConversions,7,60.0,68.09248554913296,0.4000610123768086
ImplicitConversions baseline,7,61.111111111111114,68.09248554913296,0.3901759421543206
ImplicitDefinitions,7,63.235294117647065,67.34177215189875,0.4536293560138666
ImplicitDefinitions baseline,7,64.07766990291263,67.69230769230771,0.4463944015989629
ImplicitParameters,7,65.09433962264151,68.54460093896714,0.4750232824373331
ImplicitParameters baseline,7,65.09433962264151,66.34615384615384,0.4991591626684474
OverridingPatternVariables,7,68.85245901639344,72.81553398058253,0.4874345038995248
OverridingPatternVariables baseline,7,72.41379310344827,73.7864077669903,0.5109841602640106
UnitVariables,2,70.39627039627041,72.11538461538461,0.5663406510720678
UnitVariables baseline,2,69.92694805194806,69.94147157190636,0.5500291428317706
UsageOfNull,7,67.5,72.41379310344827,0.4668064977993741
UsageOfNull baseline,7,67.74193548387096,72.41379310344827,0.4550874412711056
