name,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,34.62506569302686,18.15865418498555,60.39224360392243,21.422466774838504,0.11889690345722359,0.20957140425674067
CommentLinesOfCode,39.3731462817041,13.508030454494493,45.82503870825039,25.272928178727582,0.16433207215404713,0.07871576451027369
CouplingBetweenObjects,43.750485625485624,9.755534595958899,53.386050283860506,4.380547559658186,0.23253207408729168,0.022521778428882755
CyclomaticComplexity,42.87953425884461,7.836958607829285,45.585416205854166,3.985796633148062,0.19633448293708763,0.07716268324653232
DepthOfInheritance,38.70390653523184,17.44969712293843,56.1822605618226,10.393523795924283,0.15379374891958023,0.09043037929922064
DepthOfNesting,46.025111542352924,15.848058879184588,58.94160583941606,13.936875797905126,0.28888253068936326,0.14190319508561966
FanIn,36.38911902789285,8.118951446164132,44.06657819066578,26.82198238834094,0.08739194609531446,0.08155786621847581
FanOut,37.75075987841945,8.286898340336167,55.286441052864404,5.693215392198314,0.1424168992632089,0.18474606985506944
LackOfCohesionInMethods,30.912555449354215,7.009604060772282,53.21094153210941,32.17348359456746,0.0893462242128366,0.22229095065859245
LinesOfCode,43.17545199898141,5.918496074548741,57.67897957678979,7.90154136087422,0.22253048267839992,0.10139646142404794
NumberOfChildren,17.73092369477912,15.438189275358843,34.527759345277595,44.986049845354,-0.06920317710578447,0.20086676039600793
NumberOfPatternVariables,49.52910641453466,18.133052769161324,48.27656123276561,11.020033447250665,0.2864797435308401,0.11143757473440392
OutDegree,44.238145708733946,3.2331299087709646,64.80498414804984,17.972556538414974,0.2578038497681529,0.10306727663439921
OutDegreeDistinct,38.517735770289484,5.987851391142248,54.11597729115977,4.167591552621128,0.12787247919511122,0.2048597133487588
PatternSize,43.25443401147627,12.155493627782091,43.88225318882254,1.9741775637427377,0.19754040433428408,0.020075086037999623
ResponseForClass,39.32831136220967,10.024748216860623,57.08176657081767,10.752526584123263,0.16741264441412937,0.12955686913567707
SourceLinesOfCode,44.74400871459695,4.154701625267345,57.93150482931505,5.916016821736841,0.2333775783004944,0.18649827979510897
WeightedMethodCount,41.19899511465777,19.827910201360982,60.663201356632015,6.666370755480484,0.19764728991603855,0.1414135412957239
