name,precision,recall,mcc
CommentDensity,25.242718446601938,56.934306569343065,0.08254772313670697
CommentLinesOfCode,39.25233644859813,31.818181818181817,0.13586943442213772
CouplingBetweenObjects,43.03030303030303,51.824817518248175,0.2426592201527645
CyclomaticComplexity,44.15584415584416,45.45454545454545,0.23389536545304954
DepthOfInheritance,41.56626506024097,50.36496350364965,0.1899901489143371
DepthOfNesting,37.93103448275862,51.824817518248175,0.2843184605416598
FanIn,35.29411764705883,29.927007299270077,0.06846531968814576
FanOut,40.0,54.54545454545454,0.19185067039436154
LackOfCohesionInMethods,28.57142857142857,65.69343065693431,0.20134278138500653
LinesOfCode,46.103896103896105,54.54545454545454,0.2767860740182164
NumberOfChildren,25.0,18.181818181818183,0.026268485021894786
NumberOfPatternVariables,43.103448275862064,50.0,0.2598652153770357
OutDegree,43.918918918918926,63.63636363636363,0.23708991039953245
OutDegreeDistinct,38.888888888888886,54.014598540145975,0.22590026081226985
PatternSize,42.95774647887324,44.52554744525548,0.19939049257482452
ResponseForClass,44.444444444444436,59.12408759124088,0.1576142820101017
SourceLinesOfCode,43.75,58.33333333333334,0.3096444293298901
WeightedMethodCount,45.783132530120476,58.33333333333334,0.2708333333333333
