commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,HasPointsFraction,ParadigmScoreFraction
HEAD,0,package shapeless - trait Generic,3.0,9.0,12.0,1.0,2.0,8.0,5.0,3.0,0.375,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object Generic,14.0,9.0,20.0,1.0,0.0,48.0,11.0,38.0,0.7755102040816326,0.0,7.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
HEAD,0,package shapeless - object Generic - method instance - <$anon: shapeless.Generic[T]>,4.0,13.0,17.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
HEAD,0,package shapeless - trait LabelledGeneric,3.0,5.0,8.0,1.0,2.0,8.0,5.0,3.0,0.375,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object LabelledGeneric,16.0,5.0,19.0,1.0,0.0,18.0,12.0,7.0,0.3684210526315789,0.0,9.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
HEAD,0,package shapeless - object LabelledGeneric - method unsafeInstance - <$anon: shapeless.LabelledGeneric[T]>,6.0,13.0,19.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - class nonGeneric,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - class IsTuple,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object IsTuple,5.0,2.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - class HasProductGeneric,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object HasProductGeneric,5.0,2.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - class HasCoproductGeneric,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - object HasCoproductGeneric,5.0,2.0,6.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - trait ReprTypes,18.0,2.0,20.0,0.0,1.0,15.0,16.0,0.0,0.0,2.0,15.0,11.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package shapeless - trait CaseClassMacros,130.0,24.0,146.0,1.0,14.0,550.0,517.0,25.0,0.046125461254612546,15.0,288.0,116.0,21.0,9.0,87.0,51.0,70.0,9.0,1.0,1.0
HEAD,0,package shapeless - trait CaseClassMacros - object FieldType,26.0,4.0,29.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,18.0,0.0,4.0,9.0,20.0,10.0,127.0,7.0,1.0,1.0
HEAD,0,package shapeless - trait CaseClassMacros - method patchedCompanionSymbolOf - class PatchedContext,18.0,2.0,19.0,0.0,1.0,27.0,24.0,3.0,0.1111111111111111,0.0,13.0,6.0,6.0,7.0,12.0,9.0,17.0,1.0,1.0,0.052631578947368474
HEAD,0,package shapeless - trait CaseClassMacros - method patchedCompanionSymbolOf - class PatchedContext - trait PatchedLookupResult,2.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package shapeless - trait CaseClassMacros - method patchedCompanionSymbolOf - class PatchedContext - method patchedLookup - <$anon: PatchedContext.this.PatchedLookupResult>,17.0,13.0,29.0,1.0,1.0,24.0,20.0,3.0,0.13043478260869565,0.0,11.0,6.0,6.0,7.0,11.0,8.0,17.0,1.0,1.0,0.05263157894736844
