name,count,precision,recall,mcc
FunctionVariables,7,49.01960784313725,55.555555555555564,0.3546652753442498
FunctionVariables baseline,7,51.28205128205128,58.82352941176471,0.40360558696130105
ImplicitConversions,7,36.95652173913043,61.53846153846154,0.3628778635786695
ImplicitConversions baseline,7,38.63636363636363,62.74509803921568,0.3594450012474743
ImplicitDefinitions,7,50.617283950617285,64.0,0.3882088466102986
ImplicitDefinitions baseline,7,51.51515151515152,60.0,0.3543615068817993
ImplicitParameters,7,57.22379603399433,62.85714285714285,0.401374974191239
ImplicitParameters baseline,7,57.97101449275362,60.317460317460316,0.39125907234764895
OverridingPatternVariables,6,57.04545454545455,60.101010101010104,0.2671379106167354
OverridingPatternVariables baseline,6,57.51879699248121,59.12698412698413,0.2506831158023763
UnitVariables,1,90.0,69.23076923076923,0.7417853457582385
UnitVariables baseline,1,90.0,69.23076923076923,0.7417853457582385
UsageOfNull,7,53.1400966183575,60.0,0.30151134457776363
UsageOfNull baseline,7,53.39805825242718,65.0,0.3
