name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1415,159,1256,11.236749116607774,98.75776397515527
FanIn,1080,122,958,11.296296296296296,75.77639751552795
CouplingBetweenObjects,1437,160,1277,11.134307585247043,99.37888198757764
DepthOfInheritance,913,60,853,6.571741511500548,37.267080745341616
LackOfCohesionInMethods,580,70,510,12.068965517241379,43.47826086956522
LinesOfCode,1445,161,1284,11.141868512110726,100.0
SourceLinesOfCode,1445,161,1284,11.141868512110726,100.0
CommentLinesOfCode,305,105,200,34.42622950819672,65.21739130434783
CommentDensity,305,105,200,34.42622950819672,65.21739130434783
NumberOfChildren,261,28,233,10.727969348659004,17.391304347826086
ResponseForClass,1012,151,861,14.920948616600791,93.7888198757764
WeightedMethodCount,943,145,798,15.37645811240721,90.06211180124224
CyclomaticComplexity,943,145,798,15.37645811240721,90.06211180124224
DepthOfNesting,258,79,179,30.620155038759687,49.06832298136646
OutDegree,857,141,716,16.45274212368728,87.5776397515528
OutDegreeDistinct,857,141,716,16.45274212368728,87.5776397515528
PatternSize,258,79,179,30.620155038759687,49.06832298136646
NumberOfPatternVariables,226,69,157,30.53097345132743,42.857142857142854
