name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1322,192,1130,14.523449319213313,98.96907216494846
FanIn,1006,145,861,14.41351888667992,74.74226804123711
CouplingBetweenObjects,1378,194,1184,14.078374455732948,100.0
DepthOfInheritance,762,92,670,12.073490813648293,47.42268041237113
LackOfCohesionInMethods,639,92,547,14.397496087636933,47.42268041237113
LinesOfCode,1394,194,1200,13.916786226685796,100.0
SourceLinesOfCode,1394,194,1200,13.916786226685796,100.0
CommentLinesOfCode,438,117,321,26.71232876712329,60.30927835051546
CommentDensity,438,117,321,26.71232876712329,60.30927835051546
NumberOfChildren,178,28,150,15.730337078651685,14.432989690721648
ResponseForClass,1029,175,854,17.006802721088434,90.20618556701031
WeightedMethodCount,945,162,783,17.142857142857142,83.50515463917526
CyclomaticComplexity,947,162,785,17.106652587117214,83.50515463917526
DepthOfNesting,252,90,162,35.714285714285715,46.391752577319586
OutDegree,856,158,698,18.457943925233643,81.44329896907216
OutDegreeDistinct,856,158,698,18.457943925233643,81.44329896907216
PatternSize,252,90,162,35.714285714285715,46.391752577319586
NumberOfPatternVariables,238,86,152,36.134453781512605,44.329896907216494
