name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1018,67,951,6.581532416502947,100.0
FanIn,914,56,858,6.12691466083151,83.5820895522388
CouplingBetweenObjects,1051,67,984,6.374881065651761,100.0
DepthOfInheritance,682,45,637,6.598240469208211,67.16417910447761
LackOfCohesionInMethods,483,52,431,10.766045548654244,77.61194029850746
LinesOfCode,1054,67,987,6.35673624288425,100.0
SourceLinesOfCode,1054,67,987,6.35673624288425,100.0
CommentLinesOfCode,124,11,113,8.870967741935484,16.417910447761194
CommentDensity,124,11,113,8.870967741935484,16.417910447761194
NumberOfChildren,320,38,282,11.875,56.71641791044776
ResponseForClass,711,60,651,8.438818565400844,89.55223880597015
WeightedMethodCount,671,55,616,8.19672131147541,82.08955223880598
CyclomaticComplexity,671,55,616,8.19672131147541,82.08955223880598
DepthOfNesting,248,37,211,14.919354838709678,55.223880597014926
OutDegree,502,52,450,10.358565737051793,77.61194029850746
OutDegreeDistinct,502,52,450,10.358565737051793,77.61194029850746
PatternSize,248,37,211,14.919354838709678,55.223880597014926
NumberOfPatternVariables,234,34,200,14.529914529914532,50.74626865671642
