name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,26.57014449748834,10.098741325290248,49.876682196738315,20.9783831344337
CommentLinesOfCode,7,26.57014449748834,10.098741325290248,49.876682196738315,20.9783831344337
CouplingBetweenObjects,7,10.696231114081106,3.0053239993786462,99.91126885536823,0.23476054224175663
CyclomaticComplexity,7,14.749587249793592,5.355807860433261,84.42813319201049,5.056137090061641
DepthOfInheritance,7,9.143768764308305,2.4349319308160196,58.901548442811404,14.284384189445369
DepthOfNesting,7,28.647080519297045,11.574485181045498,46.11581241513732,10.17194894170811
FanIn,7,11.195795948106364,3.0801778246229534,80.49287856286114,6.597603400268352
FanOut,7,10.900091799048523,3.0328964005306864,99.19716803090225,0.7730918157861637
LackOfCohesionInMethods,7,14.452031488925103,6.850656703580942,57.582333709920725,15.20137329429931
LinesOfCode,7,10.658076524706383,2.971163558558241,100.0,0.0
NumberOfChildren,7,14.029543729504383,5.086202930140365,28.179861113347037,16.401616590188446
NumberOfPatternVariables,7,29.962527216576714,11.813734647336329,43.21865890135024,9.26925679950713
OutDegree,7,16.186890013400184,5.051678319059082,79.99164914910826,3.7576321807061146
OutDegreeDistinct,7,16.186890013400184,5.051678319059082,79.99164914910826,3.7576321807061146
PatternSize,7,28.647080519297045,11.574485181045498,46.11581241513732,10.17194894170811
ResponseForClass,7,14.307645430593896,4.750900933520424,90.26678630388538,4.893896267811438
SourceLinesOfCode,7,10.658076524706383,2.971163558558241,100.0,0.0
WeightedMethodCount,7,14.751280100182157,5.357119640856695,84.4109214880518,5.066262383748744
