name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FractionRecursiveCalls,2,1,1,50.0,1.4285714285714286
FractionNestedMethods,24,16,8,66.66666666666666,22.857142857142858
FractionFunctions,125,48,77,38.4,68.57142857142857
IsFunction,8,2,6,25.0,2.857142857142857
HasFunctionParameters,24,11,13,45.83333333333333,15.714285714285714
FractionHigherOrderCalls,118,47,71,39.83050847457627,67.14285714285714
FractionFunctionCalls,22,11,11,50.0,15.714285714285714
FractionPatternMatching,105,49,56,46.666666666666664,70.0
FractionLazyValues,4,3,1,75.0,4.285714285714286
HasMultipleParameterLists,71,27,44,38.028169014084504,38.57142857142858
FunctionalScoreFraction,175,62,113,35.42857142857142,88.57142857142857
FractionVariables,20,13,7,65.0,18.571428571428573
FractionVariableDefinitions,11,7,4,63.63636363636363,10.0
FractionInnerVariableAssignment,13,8,5,61.53846153846154,11.428571428571429
FractionOuterVariableUsage,10,6,4,60.0,8.571428571428571
FractionOuterVariableAssignment,6,2,4,33.33333333333333,2.857142857142857
FractionSideEffects,98,41,57,41.83673469387755,58.57142857142858
IsSideEffect,73,33,40,45.20547945205479,47.14285714285714
FractionSideEffectCalls,64,29,35,45.3125,41.42857142857143
FractionSideEffectFunctions,25,15,10,60.0,21.428571428571427
ImperativeScoreFraction,100,41,59,41.0,58.57142857142858
HasPointsFraction,192,66,126,34.375,94.28571428571428
ParadigmScoreFraction,191,66,125,34.55497382198953,94.28571428571428
