name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,31.072749691738597,68.66485013623979
CommentLinesOfCode,7,31.072749691738597,68.66485013623979
CouplingBetweenObjects,7,15.535168195718652,100.0
CyclomaticComplexity,7,18.84480746791132,88.0108991825613
DepthOfInheritance,7,11.628901239846089,64.03162055335969
DepthOfNesting,7,34.44444444444444,49.01185770750988
FanIn,7,16.868592730661696,75.31486146095719
FanOut,7,15.592387968078576,99.25828970331587
LackOfCohesionInMethods,7,16.736401673640167,68.78787878787878
LinesOfCode,7,15.478366849482024,100.0
NumberOfChildren,7,20.795107033639145,19.696969696969692
NumberOfPatternVariables,7,34.51327433628318,46.29144851657941
OutDegree,7,21.042216358839053,81.84991273996509
OutDegreeDistinct,7,21.042216358839053,81.84991273996509
PatternSize,7,34.44444444444444,49.01185770750988
ResponseForClass,7,18.995633187772924,92.19022687609078
SourceLinesOfCode,7,15.478366849482024,100.0
WeightedMethodCount,7,18.86682242990654,88.0108991825613
