name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
FunctionalCalls,7,13.56645222839128,5.09813876827735,38.0699077481512,7.850074136656279,0.10560984783034784,0.08518672357350995
FunctionalScoreLandkroon,7,12.28673670550394,3.705131221654589,44.143842905139216,7.5620389602569675,0.10324701561828233,0.06351125560245915
HasPointsLandkroon,7,11.3411761056403,4.231718630764717,55.46326345237304,9.512009028008105,0.09874389762369377,0.06359254021257846
HigherOrder,7,9.496436870501494,3.892778481646463,13.282162134984745,11.60338547391002,0.019707449561504643,0.014253639916936255
ImperativeCalls,7,12.87049126608538,5.932121144355687,31.750758557896585,40.258649090403594,0.04428431134360538,0.039007623158726724
ImperativeScoreLandkroon,7,11.923507468008411,5.7927426174759304,29.626653729148824,32.024226107954064,0.04839352183399753,0.051653845267123154
Nested,7,8.949926495883615,3.1032131372873084,49.28318164204414,47.12852908867846,0.015299757055069071,0.01474567083761275
ParadigmScoreLandkroon,7,11.592482794647163,4.364272759075549,48.34184420757798,10.455963743684544,0.09269883833573364,0.0635976345165529
Recursive,7,9.238778749569756,3.885790021494964,44.548795664834344,47.58836314085588,0.014029219879115795,0.017495101077416985
SideEffects,7,11.553012423002754,6.732635318056009,26.20239640362153,33.78137895369689,0.03366424564117965,0.04955426472575631
