name,count,precision,recall,mcc
LambdaFunctionsUsingInnerVariables,1,68.0,68.0,0.4447058823529412
LambdaFunctionsUsingInnerVariables baseline,1,68.0,68.0,0.4447058823529412
LambdaFunctionsUsingOuterVariables,1,76.47058823529412,71.23287671232877,0.5036212410997057
LambdaFunctionsUsingOuterVariables baseline,1,78.57142857142857,75.34246575342465,0.5569604752446718
LambdaFunctionsWithAssignment,1,68.11594202898551,61.03896103896104,0.3341128962235651
LambdaFunctionsWithAssignment baseline,1,67.56756756756756,64.93506493506493,0.34598001837348913
LambdaFunctionsWithSideEffects,5,51.72413793103448,60.0,0.2659063215509662
LambdaFunctionsWithSideEffects baseline,5,50.0,56.00000000000001,0.33645007534350946
LambdaScore,7,57.14285714285714,64.03508771929825,0.3877036011173449
LambdaScore baseline,7,56.45161290322582,63.80952380952379,0.3988876545558046
NumberOfLambdaFunctions,7,56.4102564102564,62.85714285714285,0.3913845348281396
NumberOfLambdaFunctions baseline,7,56.45161290322582,63.80952380952379,0.3988876545558046
SourceLinesOfLambda,7,56.00000000000001,61.40350877192983,0.37368529831716507
SourceLinesOfLambda baseline,7,56.45161290322582,63.80952380952379,0.3988876545558046
