name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
LambdaFunctionsUsingInnerVariables,1,56.00000000000001,,56.00000000000001,,0.2364705882352941,
LambdaFunctionsUsingInnerVariables baseline,1,50.0,,56.00000000000001,,0.1466902401847679,
LambdaFunctionsUsingOuterVariables,1,77.27272727272727,,69.86301369863014,,0.5044542075002283,
LambdaFunctionsUsingOuterVariables baseline,1,74.64788732394365,,72.60273972602741,,0.4896267552148323,
LambdaFunctionsWithAssignment,1,73.6111111111111,,68.83116883116884,,0.4490992230881257,
LambdaFunctionsWithAssignment baseline,1,71.62162162162163,,68.83116883116884,,0.42301077412933735,
LambdaFunctionsWithSideEffects,5,54.82812126039046,14.860199054357246,58.19136419136419,17.167642931210583,0.2214547079812811,0.29325319207466716
LambdaFunctionsWithSideEffects baseline,5,56.467856146081985,6.847222334212961,58.76128316128315,14.285723973338401,0.24756536545051455,0.20482284610875442
LambdaScore,7,49.256034818880956,10.346684232307826,65.0492512985362,7.583154055078392,0.38005326106731985,0.059406595028983024
LambdaScore baseline,7,49.49831045214598,9.95422774086078,64.92695896054838,7.470930715139187,0.38277418920551387,0.06251143154037196
NumberOfLambdaFunctions,7,48.726545608210394,10.406437073690793,63.4293225299273,6.41244501868975,0.3696162673562608,0.06979221956805119
NumberOfLambdaFunctions baseline,7,49.49831045214598,9.95422774086078,64.92695896054838,7.470930715139187,0.38277418920551387,0.06251143154037196
SourceLinesOfLambda,7,48.62023452279334,10.033993620452364,64.00915429100702,7.041790383077654,0.37003902031711355,0.059755034412930626
SourceLinesOfLambda baseline,7,49.49831045214598,9.95422774086078,64.92695896054838,7.470930715139187,0.38277418920551387,0.06251143154037196
