name,count,precision,recall,mcc
LambdaFunctionsUsingInnerVariables,1,66.66666666666666,72.0,0.4515903270990331
LambdaFunctionsUsingInnerVariables baseline,1,61.53846153846154,64.0,0.3442660714199014
LambdaFunctionsUsingOuterVariables,1,78.26086956521739,73.97260273972603,0.5437314110583973
LambdaFunctionsUsingOuterVariables baseline,1,79.71014492753623,75.34246575342465,0.5706559641483611
LambdaFunctionsWithAssignment,1,80.0,72.72727272727273,0.5529282543947165
LambdaFunctionsWithAssignment baseline,1,72.97297297297297,70.12987012987013,0.4486876927146201
LambdaFunctionsWithSideEffects,5,61.904761904761905,64.0,0.371672879461456
LambdaFunctionsWithSideEffects baseline,5,55.555555555555564,56.00000000000001,0.2478632478632479
LambdaScore,7,56.512141280353205,64.28571428571429,0.3914860996049935
LambdaScore baseline,7,55.936073059360744,64.47368421052633,0.4004262306373819
NumberOfLambdaFunctions,7,56.45161290322582,65.71428571428571,0.40262277074119257
NumberOfLambdaFunctions baseline,7,55.936073059360744,64.47368421052633,0.4004262306373819
SourceLinesOfLambda,7,58.20895522388061,63.80952380952379,0.4062467033016791
SourceLinesOfLambda baseline,7,55.936073059360744,64.47368421052633,0.4004262306373819
