name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
IsRecursive,115,42,73,36.52173913043478,6.176470588235294
IsNested,1,1,0,100.0,0.14705882352941177
HasNestedMethods,487,212,275,43.53182751540041,31.176470588235293
HasFunctions,1382,411,971,29.739507959479017,60.44117647058823
IsFunction,349,98,251,28.08022922636103,14.411764705882351
HasFunctionParameters,279,94,185,33.691756272401435,13.823529411764707
HasHigherOrderCalls,971,351,620,36.148300720906285,51.617647058823536
HasFunctionCalls,371,140,231,37.735849056603776,20.588235294117645
HasCurrying,104,61,43,58.65384615384615,8.970588235294118
HasPatternMatching,995,369,626,37.08542713567839,54.264705882352935
HasLazyValues,149,70,79,46.97986577181208,10.294117647058822
HasMultipleParameterLists,258,87,171,33.72093023255814,12.794117647058822
FunctionalScoreBool,1911,524,1387,27.420198848770276,77.05882352941177
HasVariables,767,255,512,33.24641460234681,37.5
HasVariableDefinitions,269,100,169,37.174721189591075,14.705882352941178
HasInnerVariableAssignment,222,66,156,29.72972972972973,9.705882352941178
HasOuterVariableUsage,678,237,441,34.95575221238938,34.85294117647059
HasOuterVariableAssignment,539,214,325,39.70315398886827,31.470588235294116
HasSideEffects,1831,472,1359,25.77826324412889,69.41176470588235
IsSideEffect,1287,302,985,23.465423465423466,44.41176470588235
HasSideEffectCalls,1565,445,1120,28.434504792332266,65.44117647058823
HasSideEffectFunctions,352,162,190,46.02272727272727,23.823529411764703
ImperativeScoreBool,1852,475,1377,25.647948164146868,69.85294117647058
HasPointsBool,2534,577,1957,22.77032359905288,84.85294117647058
ParadigmScoreBool,1963,447,1516,22.771268466632705,65.73529411764706
