name,count,mean mean,mean std,std mean,std std
CommentDensity,7,0.09961038420800841,0.04673935508147491,0.15765128113437205,0.04473700243850891
CommentLinesOfCode,7,24.541716882493173,20.85391823456498,75.26859710075443,59.269888409332836
CouplingBetweenObjects,7,38.935250175339355,9.576061334367758,52.42905369462502,29.550598525828182
CyclomaticComplexity,7,14.183170287251114,4.561463310370773,21.823239730198484,9.64109042254878
DepthOfInheritance,7,1.2218965429251614,0.3887796639144986,1.3069056616785122,0.39606024072376994
DepthOfNesting,7,9.92428246607709,4.277503845717522,17.815596573114867,5.939464848475304
FanIn,7,9.387574019937473,3.6860632219022027,25.108280498890142,14.777203325175144
FanOut,7,30.663653419400912,8.053155096854194,39.87482478913457,22.12325889830601
LackOfCohesionInMethods,7,3.2817755373371864,1.1164832465841192,5.53049878843167,2.928657891512953
LinesOfCode,7,97.41153386681837,52.46162967721724,172.56336934078578,83.88835411473687
NumberOfChildren,7,1.066444394666322,0.6402831083646128,3.81999798576202,1.8995976292162502
NumberOfPatternVariables,7,4.2483306522215605,2.037499873243626,9.861638152563927,3.235098904154339
OutDegree,7,48.12768181575073,27.242663436348092,87.53502849465795,43.87687281766585
OutDegreeDistinct,7,27.7950206833687,12.702676307274448,52.79075804708695,32.79590621733311
PatternSize,7,20.69677593330393,6.840865793867163,51.85735181821399,10.39431408016334
ResponseForClass,7,27.133385658762432,8.390630996580594,39.11965782522181,17.768418224645497
SourceLinesOfCode,7,71.78811294501227,45.37321097349336,111.08826526547197,63.13036425854679
WeightedMethodCount,7,14.268889225298892,4.541875768433886,21.82744168167984,9.615212956408667
