name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,5,2,3,40.0,1.3793103448275863
Nested,1,1,0,100.0,0.6896551724137931
HigherOrder,112,43,69,38.392857142857146,29.655172413793103
FunctionalCalls,291,84,207,28.865979381443296,57.931034482758626
SideEffects,60,23,37,38.333333333333336,15.862068965517242
ImperativeCalls,45,17,28,37.77777777777778,11.724137931034482
FunctionalScoreLandkroon,336,92,244,27.380952380952383,63.44827586206897
ImperativeScoreLandkroon,88,30,58,34.090909090909086,20.689655172413794
HasPointsLandkroon,367,94,273,25.61307901907357,64.82758620689654
ParadigmScoreLandkroon,336,92,244,27.380952380952383,63.44827586206897
