name,count,mean,std
FunctionalScoreBool,7,1.2036848792884371,1.4716738555497682
HasCurrying,7,0.01809726671111039,0.13330433071664835
HasFunctionCalls,7,0.04269849270743565,0.20217812954789185
HasFunctionParameters,7,0.07686350435624395,0.2664005376681914
HasFunctions,7,0.2895806861499365,0.4535965783863332
HasHigherOrderCalls,7,0.23850063532401525,0.4261938085807813
HasInnerVariableAssignment,7,0.019333018975301212,0.13769372401509145
HasLazyValues,7,0.00824679291386683,0.09045044049060892
HasMultipleParameterLists,7,0.16089060987415296,0.36746559701192616
HasNestedMethods,7,0.0690224570673712,0.2535341907606895
HasOuterVariableAssignment,7,0.010690287110568112,0.10285541385766718
HasOuterVariableUsage,7,0.019853390348197924,0.1395176641907929
HasPatternMatching,7,0.17850919651500485,0.3829778852306599
HasPointsBool,7,0.6171281767776133,0.4860913825322072
HasSideEffectCalls,7,0.0925459825750242,0.28982319870630385
HasSideEffectFunctions,7,0.006861499364675985,0.0825547404696599
HasSideEffects,7,0.14522193211488252,0.35233365578989506
HasVariableDefinitions,7,0.016799022602321318,0.12853739466052036
HasVariables,7,0.03634697617593159,0.18718059449965796
ImperativeScoreBool,7,0.4199419167473378,1.1977375055409751
IsFunction,7,0.009911054637865312,0.0990660015193903
IsNested,7,0.030074225748656255,0.17080251808878158
IsRecursive,7,0.01977203622705322,0.1392171611202168
IsSideEffect,7,0.07066795740561471,0.25629419591929736
ParadigmScoreBool,7,0.39232600020626895,0.5735910029275695
