name,count,mean mean,mean std,std mean,std std
FunctionalScoreBool,7,1.390526574120789,0.5464709427145731,1.537337667103742,0.24541394209650388
HasCurrying,7,0.019029211887984315,0.020574897734465643,0.11250070734644771,0.081198135566245
HasFunctionCalls,7,0.0771864907217564,0.07062507505111572,0.2448374197564718,0.09048749741579538
HasFunctionParameters,7,0.11350681037084352,0.10835181456650154,0.2862015624650259,0.10053052979638903
HasFunctions,7,0.35225833857486627,0.15755184370929018,0.4537031335573589,0.03558246913233763
HasHigherOrderCalls,7,0.2884931299012609,0.14931030641509901,0.42925585598397237,0.047420556420214054
HasInnerVariableAssignment,7,0.016787676753062336,0.009214010063396245,0.12219799441356234,0.04187768513552837
HasLazyValues,7,0.01155898208436548,0.008031319690262766,0.10036815663898445,0.03891245063912382
HasMultipleParameterLists,7,0.172456748478949,0.1133332764671988,0.34997827464835385,0.1038582100837781
HasNestedMethods,7,0.08333554517387697,0.05811504776397972,0.2636118335136036,0.06845668381883993
HasOuterVariableAssignment,7,0.021262805123181485,0.037477869886829246,0.11059065822781725,0.09277659226641809
HasOuterVariableUsage,7,0.04202762347504553,0.06788163584902997,0.15961803109936754,0.11243944967437831
HasPatternMatching,7,0.194288115897214,0.06614779626000908,0.38848919763865186,0.04701319690038222
HasPointsBool,7,0.624992636789946,0.11544518834512008,0.4710890805665778,0.035235185044771765
HasSideEffectCalls,7,0.12148009808610713,0.11491420981075688,0.28814580073778784,0.12022444532794604
HasSideEffectFunctions,7,0.017817890937817556,0.02045506841154416,0.11069354911965748,0.07554268494037233
HasSideEffects,7,0.1869708162146739,0.1340783234502751,0.3549369318479676,0.11143421359878798
HasVariableDefinitions,7,0.01462934656737788,0.009084416891393284,0.11308747608866865,0.04263056395661077
HasVariables,7,0.0540296943306336,0.0672976859723641,0.19338338945346295,0.1071225144995749
ImperativeScoreBool,7,0.5802002179273289,0.5442749122050005,1.168608860475576,0.5634469539371815
IsFunction,7,0.026616453556018042,0.03729812685546223,0.13649412169690095,0.08429603372704378
IsNested,7,0.030564836484181762,0.008400103700295288,0.17077559429155914,0.021898326090379946
IsRecursive,7,0.02123191098947205,0.014222121777511337,0.13724957346294273,0.04549792620712219
IsSideEffect,7,0.10519426643942949,0.11587843432344498,0.25419501041560444,0.14497743366413524
ParadigmScoreBool,7,0.3469161550529031,0.23839837571794692,0.5918936641788636,0.06214312965447845
