name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,590,86,504,14.576271186440678,100.0
FanIn,491,73,418,14.867617107942973,84.88372093023256
CouplingBetweenObjects,593,86,507,14.502529510961216,100.0
DepthOfInheritance,435,51,384,11.724137931034482,59.30232558139535
LackOfCohesionInMethods,210,58,152,27.61904761904762,67.44186046511628
LinesOfCode,595,86,509,14.453781512605044,100.0
SourceLinesOfCode,595,86,509,14.453781512605044,100.0
CommentLinesOfCode,123,51,72,41.46341463414634,59.30232558139535
CommentDensity,123,51,72,41.46341463414634,59.30232558139535
NumberOfChildren,157,39,118,24.840764331210192,45.348837209302324
ResponseForClass,350,78,272,22.285714285714285,90.69767441860465
WeightedMethodCount,289,70,219,24.22145328719723,81.3953488372093
CyclomaticComplexity,289,70,219,24.22145328719723,81.3953488372093
DepthOfNesting,111,51,60,45.94594594594595,59.30232558139535
OutDegree,276,68,208,24.637681159420293,79.06976744186046
OutDegreeDistinct,276,68,208,24.637681159420293,79.06976744186046
PatternSize,111,51,60,45.94594594594595,59.30232558139535
NumberOfPatternVariables,100,49,51,49.0,56.97674418604651
